"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.421988055E2,6.506075000E1,2.547329667E1,-8.984489838E0,8.500000000E0,1.170993090E0,2.854700012E2,4.621549413E-1,1.600000024E0,4.699999809E0,3.300000000E1
1.432076209E2,6.506074667E1,2.547327833E1,-9.784490631E0,7.700000000E0,1.157095551E0,2.777300110E2,4.631632593E-1,1.600000024E0,5.000000000E0,3.300000000E1
1.441923523E2,6.506074333E1,2.547325833E1,-1.068449161E1,6.800000000E0,1.146801114E0,2.722699890E2,4.640425895E-1,1.600000024E0,4.400000095E0,3.300000000E1
1.451936065E2,6.506074167E1,2.547324000E1,-1.128449303E1,6.200000000E0,1.110770583E0,2.537899933E2,4.649219199E-1,1.600000024E0,5.099999905E0,3.300000000E1
1.462133230E2,6.506074000E1,2.547322167E1,-1.188449445E1,5.600000000E0,1.078857780E0,2.526799927E2,4.661490979E-1,1.600000024E0,5.699999809E0,3.300000000E1
1.472023732E2,6.506073500E1,2.547319833E1,-1.208449517E1,5.400000000E0,1.061357260E0,2.504400024E2,4.668011379E-1,1.600000024E0,5.900000095E0,3.200000000E1
1.482134095E2,6.506073333E1,2.547318500E1,-1.228449604E1,5.200000000E0,1.040768385E0,2.547400055E2,4.678170047E-1,1.600000024E0,6.099999905E0,3.300000000E1
1.491938972E2,6.506073333E1,2.547316333E1,-1.248449846E1,5.000000000E0,1.013488054E0,2.555099945E2,4.687547278E-1,1.600000024E0,5.699999809E0,3.300000000E1
1.502031033E2,6.506073333E1,2.547314333E1,-1.258450069E1,4.900000000E0,9.826047421E-1,2.559199982E2,4.697873606E-1,1.600000024E0,6.599999905E0,3.200000000E1
1.512073292E2,6.506073500E1,2.547312167E1,-1.258450374E1,4.900000000E0,9.378238916E-1,2.607699890E2,4.708110719E-1,1.600000024E0,5.900000095E0,3.200000000E1
1.521960422E2,6.506073000E1,2.547310333E1,-1.238450391E1,5.100000000E0,9.208380580E-1,2.440000000E2,4.718924445E-1,1.500000000E0,4.800000191E0,3.200000000E1
1.532000372E2,6.506072667E1,2.547308167E1,-1.228450507E1,5.200000000E0,9.017933607E-1,2.437899933E2,4.732607838E-1,1.600000024E0,4.800000191E0,3.300000000E1
1.542011831E2,6.506072167E1,2.547305500E1,-1.218450617E1,5.300000000E0,8.750277758E-1,2.431799927E2,4.743547946E-1,1.600000024E0,4.800000191E0,3.300000000E1
1.552192359E2,6.506072167E1,2.547303167E1,-1.218450877E1,5.300000000E0,8.863516450E-1,2.469600067E2,4.757339750E-1,1.600000024E0,4.699999809E0,3.300000000E1
1.562119255E2,6.506071833E1,2.547300333E1,-1.218451068E1,5.300000000E0,8.812044263E-1,2.306600037E2,4.769206897E-1,1.600000024E0,5.000000000E0,3.300000000E1
1.571986461E2,6.506071667E1,2.547297833E1,-1.178451285E1,5.700000000E0,9.167202711E-1,2.623299866E2,4.783394315E-1,1.600000024E0,5.400000095E0,3.300000000E1
1.582119252E2,6.506071833E1,2.547294833E1,-1.168451683E1,5.800000000E0,9.265000224E-1,2.572300110E2,4.794334424E-1,1.600000024E0,5.300000191E0,3.300000000E1
1.592106941E2,6.506071833E1,2.547292500E1,-1.138451943E1,6.100000000E0,9.357650280E-1,2.613399963E2,4.805274534E-1,1.600000024E0,5.800000191E0,3.300000000E1
1.602189399E2,6.506071833E1,2.547290167E1,-1.118452204E1,6.300000000E0,9.357650280E-1,2.445899963E2,4.816214643E-1,1.500000000E0,5.699999809E0,3.300000000E1
1.612198600E2,6.506071833E1,2.547287833E1,-1.118452465E1,6.300000000E0,9.306177497E-1,2.528300018E2,4.828168097E-1,1.500000000E0,4.699999809E0,3.300000000E1
1.622066030E2,6.506072500E1,2.547285833E1,-1.118452940E1,6.300000000E0,9.383386374E-1,2.810700073E2,4.843730480E-1,1.500000000E0,5.300000191E0,3.300000000E1
1.632323145E2,6.506073333E1,2.547283167E1,-1.128453552E1,6.200000000E0,9.656189084E-1,2.960199890E2,4.859927358E-1,1.500000000E0,5.300000191E0,3.300000000E1
1.642095179E2,6.506074167E1,2.547280333E1,-1.128454183E1,6.200000000E0,9.795163870E-1,2.738599854E2,4.870253683E-1,1.500000000E0,4.199999809E0,3.300000000E1
1.652139034E2,6.506074333E1,2.547278167E1,-1.138454488E1,6.100000000E0,9.635599852E-1,2.646600037E2,4.879630911E-1,1.500000000E0,4.000000000E0,3.300000000E1
1.662231852E2,6.506074333E1,2.547276167E1,-1.108454711E1,6.400000000E0,1.015546918E0,2.906000061E2,4.891181837E-1,1.500000000E0,4.000000000E0,3.300000000E1
1.672012202E2,6.506074667E1,2.547273833E1,-1.098455098E1,6.500000000E0,1.006796718E0,2.662200012E2,4.902903371E-1,1.500000000E0,4.000000000E0,3.200000000E1
1.682054289E2,6.506074667E1,2.547271333E1,-1.108455377E1,6.400000000E0,1.046944976E0,2.647200012E2,4.913229694E-1,1.399999976E0,4.000000000E0,3.200000000E1
1.692048640E2,6.506074500E1,2.547269167E1,-1.108455557E1,6.400000000E0,1.088637471E0,2.669599915E2,4.922788299E-1,1.399999976E0,4.000000000E0,3.200000000E1
1.702140769E2,6.506074667E1,2.547267167E1,-1.098455843E1,6.500000000E0,1.087608099E0,2.631300049E2,4.931437130E-1,1.399999976E0,4.000000000E0,3.200000000E1
1.712009452E2,6.506075000E1,2.547265500E1,-1.098456155E1,6.500000000E0,1.059813023E0,2.835100098E2,4.938704810E-1,1.399999976E0,4.000000000E0,3.200000000E1
1.721921763E2,6.506075333E1,2.547264167E1,-1.108456430E1,6.400000000E0,1.036135793E0,2.878200073E2,4.948295164E-1,1.399999976E0,4.000000000E0,3.200000000E1
1.731890680E2,6.506075833E1,2.547262500E1,-1.108456805E1,6.400000000E0,1.002678871E0,2.933399963E2,4.955562843E-1,1.399999976E0,4.400000095E0,3.100000000E1
1.741854027E2,6.506076167E1,2.547261167E1,-1.108457079E1,6.400000000E0,9.826047421E-1,2.977200012E2,4.969356866E-1,1.399999976E0,4.000000000E0,3.200000000E1
1.752008603E2,6.506077333E1,2.547260167E1,-1.108457632E1,6.400000000E0,9.800311327E-1,3.245700073E2,4.981424433E-1,1.399999976E0,3.900000095E0,3.000000000E1
1.762041581E2,6.506078333E1,2.547259167E1,-1.118458121E1,6.300000000E0,9.398827553E-1,3.541900024E2,4.994420689E-1,1.399999976E0,3.900000095E0,3.000000000E1
1.772207575E2,6.506079500E1,2.547259000E1,-1.128458580E1,6.200000000E0,9.337061048E-1,1.153999996E1,5.009430877E-1,1.399999976E0,3.900000095E0,3.000000000E1
1.782104904E2,6.506080833E1,2.547258500E1,-1.138459139E1,6.100000000E0,9.213528037E-1,3.545400085E2,5.022613736E-1,1.399999976E0,3.900000095E0,3.000000000E1
1.792084445E2,6.506082000E1,2.547258000E1,-1.158459635E1,5.900000000E0,9.064258337E-1,3.444700012E2,5.036692560E-1,1.399999976E0,3.900000095E0,3.100000000E1
1.801984179E2,6.506083167E1,2.547256833E1,-1.168460205E1,5.800000000E0,9.378238916E-1,3.355000000E2,5.055456466E-1,1.399999976E0,3.900000095E0,3.200000000E1
1.812243393E2,6.506084667E1,2.547255000E1,-1.238460977E1,5.100000000E0,9.728249907E-1,3.420700073E2,5.074590957E-1,1.500000000E0,3.900000095E0,3.300000000E1
1.821913162E2,6.506086167E1,2.547253000E1,-1.348461766E1,4.000000000E0,1.000620008E0,3.439100037E2,5.092692298E-1,1.600000024E0,3.900000095E0,3.200000000E1
1.832023772E2,6.506087667E1,2.547251500E1,-1.398462500E1,3.500000000E0,1.014002800E0,3.740000010E0,5.105875156E-1,1.500000000E0,3.900000095E0,3.200000000E1
1.842111062E2,6.506088833E1,2.547251000E1,-1.398462996E1,3.500000000E0,9.892961383E-1,3.580799866E2,5.109897675E-1,1.399999976E0,3.900000095E0,3.200000000E1
1.852170412E2,6.506089167E1,2.547250667E1,-1.388463160E1,3.600000000E0,9.275294542E-1,6.090000153E0,5.114283315E-1,1.399999976E0,3.900000095E0,3.300000000E1
1.861980433E2,6.506088833E1,2.547250167E1,-1.358463090E1,3.900000000E0,9.234116673E-1,1.824700012E2,5.123680433E-1,1.299999952E0,3.900000095E0,3.200000000E1
1.872127329E2,6.506088000E1,2.547249833E1,-1.328462812E1,4.200000000E0,9.290736318E-1,1.892700043E2,5.133238623E-1,1.299999952E0,3.799999952E0,3.300000000E1
1.882003279E2,6.506087167E1,2.547249333E1,-1.308462554E1,4.400000000E0,8.971608281E-1,1.987899933E2,5.139272403E-1,1.299999952E0,3.799999952E0,3.300000000E1
1.892228354E2,6.506086667E1,2.547248833E1,-1.288462421E1,4.600000000E0,8.652480841E-1,1.921199951E2,5.148538647E-1,1.399999976E0,3.799999952E0,3.300000000E1
1.902264409E2,6.506085833E1,2.547248833E1,-1.278462107E1,4.700000000E0,8.451738954E-1,1.976999969E2,5.159658139E-1,1.399999976E0,3.799999952E0,3.300000000E1
1.912233467E2,6.506084833E1,2.547248833E1,-1.298461729E1,4.500000000E0,8.914988637E-1,1.984600067E2,5.173206495E-1,1.399999976E0,3.799999952E0,3.100000000E1
1.922097267E2,6.506083667E1,2.547248000E1,-1.278461382E1,4.700000000E0,9.079700112E-1,1.969499969E2,5.186550490E-1,1.399999976E0,3.799999952E0,3.300000000E1
1.932002882E2,6.506082500E1,2.547247333E1,-1.268461016E1,4.800000000E0,9.362797141E-1,1.971600037E2,5.196935395E-1,1.299999952E0,3.799999952E0,3.300000000E1
1.942090280E2,6.506081667E1,2.547246333E1,-1.258460813E1,4.900000000E0,9.723103046E-1,2.353200073E2,5.204980438E-1,1.299999952E0,3.799999952E0,3.300000000E1
1.952242541E2,6.506081000E1,2.547245667E1,-1.258460636E1,4.900000000E0,1.000105262E0,1.989499969E2,5.206991698E-1,1.299999952E0,3.799999952E0,3.300000000E1
1.962037833E2,6.506080833E1,2.547245833E1,-1.238460555E1,5.100000000E0,9.249558449E-1,1.823500061E2,5.209002959E-1,1.299999952E0,3.799999952E0,3.200000000E1
1.972309322E2,6.506080667E1,2.547245667E1,-1.268460511E1,4.800000000E0,8.492916822E-1,2.661799927E2,5.216275941E-1,1.299999952E0,3.799999952E0,3.200000000E1
1.982014602E2,6.506080500E1,2.547244167E1,-1.288460615E1,4.600000000E0,8.420855403E-1,2.780899963E2,5.224871714E-1,1.299999952E0,3.799999952E0,3.300000000E1
1.992094169E2,6.506080500E1,2.547242333E1,-1.278460820E1,4.700000000E0,8.667922020E-1,2.849599915E2,5.236738823E-1,1.299999952E0,3.799999952E0,3.200000000E1
2.002054842E2,6.506080333E1,2.547239833E1,-1.278461037E1,4.700000000E0,8.719394207E-1,2.797999878E2,5.248289726E-1,1.299999952E0,3.799999952E0,3.200000000E1
2.011991714E2,6.506080000E1,2.547237500E1,-1.258461172E1,4.900000000E0,8.148052692E-1,2.718900146E2,5.260156837E-1,1.299999952E0,3.799999952E0,3.200000000E1
2.022245025E2,6.506079833E1,2.547235000E1,-1.218461388E1,5.300000000E0,7.834072113E-1,2.681300049E2,5.273197609E-1,1.299999952E0,3.799999952E0,3.200000000E1
2.032141305E2,6.506079500E1,2.547232333E1,-1.188461561E1,5.600000000E0,7.700244188E-1,2.762500000E2,5.283356253E-1,1.299999952E0,3.700000048E0,3.200000000E1
2.042077036E2,6.506079500E1,2.547230167E1,-1.158461803E1,5.900000000E0,7.437736392E-1,2.598599854E2,5.290629239E-1,1.399999976E0,3.700000048E0,3.100000000E1
2.052233498E2,6.506079667E1,2.547228667E1,-1.128462034E1,6.200000000E0,7.592152953E-1,2.807699890E2,5.298579075E-1,1.399999976E0,3.700000048E0,3.200000000E1
2.062283065E2,6.506080000E1,2.547227167E1,-1.108462327E1,6.400000000E0,8.240702748E-1,3.001700134E2,5.307544149E-1,1.399999976E0,3.700000048E0,3.100000000E1
2.072355074E2,6.506080500E1,2.547225667E1,-1.068462684E1,6.800000000E0,9.198086262E-1,3.237799988E2,5.321598700E-1,1.299999952E0,3.700000048E0,3.100000000E1
2.082338150E2,6.506081500E1,2.547223833E1,-1.038463266E1,7.100000000E0,9.939286113E-1,3.236499939E2,5.335999148E-1,1.299999952E0,3.700000048E0,3.100000000E1
2.092038388E2,6.506082667E1,2.547222500E1,-1.018463856E1,7.300000000E0,1.010914445E0,3.394100037E2,5.350755627E-1,1.299999952E0,3.799999952E0,3.100000000E1
2.102235876E2,6.506083833E1,2.547221000E1,-1.008464464E1,7.400000000E0,1.058783650E0,3.204200134E2,5.369519532E-1,1.299999952E0,3.700000048E0,3.200000000E1
2.111968492E2,6.506085333E1,2.547219167E1,-1.008465236E1,7.400000000E0,1.128271103E0,3.392200012E2,5.387620874E-1,1.299999952E0,3.799999952E0,3.200000000E1
2.121988462E2,6.506086833E1,2.547217667E1,-9.884659703E0,7.600000000E0,1.215259194E0,3.463999939E2,5.404751633E-1,1.299999952E0,3.799999952E0,3.300000000E1
2.132089342E2,6.506088333E1,2.547216833E1,-9.884666301E0,7.600000000E0,1.252833843E0,1.690000057E0,5.417818177E-1,1.299999952E0,3.700000048E0,3.200000000E1
2.142100905E2,6.506089500E1,2.547216500E1,-9.984671081E0,7.500000000E0,1.322321415E0,1.610000014E0,5.430790918E-1,1.299999952E0,3.700000048E0,3.200000000E1
2.152030037E2,6.506090667E1,2.547216500E1,-1.008467549E1,7.400000000E0,1.403132796E0,6.960000038E0,5.443787174E-1,1.299999952E0,3.700000048E0,3.300000000E1
2.161975664E2,6.506091833E1,2.547216667E1,-1.008467971E1,7.400000000E0,1.470046639E0,3.470000029E0,5.456759915E-1,1.299999952E0,3.799999952E0,3.300000000E1
2.172051459E2,6.506093000E1,2.547216667E1,-1.018468411E1,7.300000000E0,1.461811066E0,3.599200134E2,5.467879408E-1,1.299999952E0,3.799999952E0,3.200000000E1
2.182057114E2,6.506094000E1,2.547216667E1,-1.018468789E1,7.300000000E0,1.422692180E0,1.011999989E1,5.477935704E-1,1.299999952E0,3.799999952E0,3.100000000E1
2.192044544E2,6.506094833E1,2.547217500E1,-1.038469011E1,7.100000000E0,1.406735778E0,2.006999969E1,5.490003259E-1,1.299999952E0,3.799999952E0,3.200000000E1
2.202241741E2,6.506095833E1,2.547218500E1,-1.048469276E1,7.000000000E0,1.372764111E0,2.596999931E1,5.501367184E-1,1.299999952E0,3.799999952E0,3.200000000E1
2.212085542E2,6.506096833E1,2.547219000E1,-1.048469598E1,7.000000000E0,1.307909131E0,3.560299988E2,5.510764301E-1,1.299999952E0,3.799999952E0,3.200000000E1
2.222295686E2,6.506097667E1,2.547219333E1,-1.048469876E1,7.000000000E0,1.231730223E0,2.522999954E1,5.521911218E-1,1.399999976E0,3.900000095E0,3.300000000E1
2.232034953E2,6.506098667E1,2.547219167E1,-1.018470272E1,7.300000000E0,1.182316899E0,9.439999580E0,5.531210352E-1,1.399999976E0,3.900000095E0,3.300000000E1
2.241972996E2,6.506099500E1,2.547219333E1,-9.884705680E0,7.600000000E0,1.156066060E0,3.000000119E-1,5.540476596E-1,1.399999976E0,3.900000095E0,3.300000000E1
2.252177895E2,6.506100333E1,2.547219333E1,-9.784708827E0,7.700000000E0,1.102535009E0,3.429899902E2,5.548052546E-1,1.399999976E0,3.900000095E0,3.300000000E1
2.262304594E2,6.506101000E1,2.547219000E1,-9.884711718E0,7.600000000E0,1.065989733E0,3.514700012E2,5.551840521E-1,1.500000000E0,3.799999952E0,3.300000000E1
2.272140701E2,6.506101333E1,2.547219167E1,-9.784712791E0,7.700000000E0,1.005767226E0,1.509000015E1,5.559885554E-1,1.500000000E0,3.900000095E0,3.300000000E1
2.281983474E2,6.506102000E1,2.547219833E1,-9.684714562E0,7.800000000E0,9.656189084E-1,1.175000000E1,5.565499947E-1,1.399999976E0,3.799999952E0,3.200000000E1
2.292053729E2,6.506102500E1,2.547219667E1,-9.784716637E0,7.700000000E0,9.162055850E-1,3.598399963E2,5.568488290E-1,1.399999976E0,3.799999952E0,3.300000000E1
2.302157972E2,6.506102667E1,2.547220167E1,-9.784716707E0,7.700000000E0,8.235555291E-1,3.454999924E1,5.570499548E-1,1.399999976E0,3.799999952E0,3.200000000E1
2.312277802E2,6.506102500E1,2.547220000E1,-9.884716264E0,7.600000000E0,7.314202785E-1,1.670500031E2,5.575348072E-1,1.399999976E0,3.700000048E0,3.300000000E1
2.322047480E2,6.506102167E1,2.547219333E1,-9.684715751E0,7.800000000E0,6.552413702E-1,1.895500031E2,5.579733706E-1,1.399999976E0,3.700000048E0,3.200000000E1
2.332022575E2,6.506101833E1,2.547218833E1,-9.384715052E0,8.100000000E0,5.934747458E-1,1.883899994E2,5.580515133E-1,1.399999976E0,3.799999952E0,3.300000000E1
2.342179692E2,6.506101833E1,2.547218667E1,-8.984715239E0,8.500000000E0,5.245019197E-1,1.771799927E2,5.584537650E-1,1.399999976E0,3.700000048E0,3.300000000E1
2.352276676E2,6.506101500E1,2.547218333E1,-8.684714353E0,8.800000000E0,4.781769514E-1,1.801699982E2,5.590152043E-1,1.399999976E0,3.799999952E0,3.300000000E1
2.362210393E2,6.506101000E1,2.547218500E1,-8.384712278E0,9.100000000E0,4.143514037E-1,1.746300049E2,5.597727993E-1,1.399999976E0,3.799999952E0,3.300000000E1
2.372321816E2,6.506100333E1,2.547218833E1,-8.484709387E0,9.000000000E0,4.061158299E-1,1.782599945E2,5.601361807E-1,1.500000000E0,3.799999952E0,3.300000000E1
2.382222732E2,6.506100167E1,2.547219500E1,-8.284708011E0,9.200000000E0,3.808944523E-1,1.782500000E2,5.611418100E-1,1.500000000E0,3.799999952E0,3.300000000E1
2.392041929E2,6.506099333E1,2.547220333E1,-8.284703930E0,9.200000000E0,3.803797364E-1,1.741399994E2,5.619797733E-1,1.399999976E0,3.700000048E0,3.300000000E1
2.402245142E2,6.506098667E1,2.547221167E1,-8.184700480E0,9.300000000E0,4.215574861E-1,1.674600067E2,5.633346083E-1,1.399999976E0,3.700000048E0,3.300000000E1
2.412176938E2,6.506097500E1,2.547222000E1,-8.184695140E0,9.300000000E0,4.858977795E-1,1.726900024E2,5.643125315E-1,1.399999976E0,3.700000048E0,3.400000000E1
2.422154982E2,6.506096667E1,2.547222667E1,-8.184691247E0,9.300000000E0,5.296491385E-1,1.688899994E2,5.650900157E-1,1.399999976E0,3.799999952E0,3.400000000E1
2.432009230E2,6.506096000E1,2.547223167E1,-8.084688169E0,9.400000000E0,5.589883327E-1,1.728699951E2,5.658172951E-1,1.399999976E0,3.799999952E0,3.400000000E1
2.442240436E2,6.506095500E1,2.547224167E1,-8.084685162E0,9.400000000E0,5.656797290E-1,1.649700012E2,5.664551108E-1,1.399999976E0,3.799999952E0,3.400000000E1
2.452149828E2,6.506095000E1,2.547224833E1,-7.884682527E0,9.600000000E0,5.528116822E-1,1.592200012E2,5.668875497E-1,1.399999976E0,3.799999952E0,3.400000000E1
2.462009430E2,6.506094833E1,2.547225667E1,-7.884680965E0,9.600000000E0,5.208988786E-1,1.230800018E2,5.673199885E-1,1.299999952E0,3.799999952E0,3.300000000E1
2.472361265E2,6.506095000E1,2.547226500E1,-7.984680662E0,9.500000000E0,5.018541813E-1,3.089999962E1,5.681579522E-1,1.299999952E0,3.799999952E0,3.400000000E1
2.482352563E2,6.506095667E1,2.547227333E1,-7.784682247E0,9.700000000E0,5.085455775E-1,8.359999657E0,5.687957679E-1,1.299999952E0,3.799999952E0,3.400000000E1
2.492292261E2,6.506096167E1,2.547228000E1,-7.584683389E0,9.900000000E0,5.157516599E-1,1.085999966E1,5.696002715E-1,1.399999976E0,3.799999952E0,3.400000000E1
2.502311080E2,6.506096833E1,2.547228667E1,-7.584685160E0,9.900000000E0,5.162664056E-1,1.185999966E1,5.703456783E-1,1.399999976E0,3.799999952E0,3.400000000E1
2.511955305E2,6.506097500E1,2.547228833E1,-7.484687490E0,1.000000000E1,5.162664056E-1,1.209000015E1,5.712755917E-1,1.399999976E0,3.799999952E0,3.400000000E1
2.521990154E2,6.506098333E1,2.547228667E1,-7.384690824E0,1.010000000E1,5.291344523E-1,3.849999905E0,5.724306381E-1,1.399999976E0,3.799999952E0,3.400000000E1
2.532005898E2,6.506099333E1,2.547228000E1,-7.384695346E0,1.010000000E1,5.522969365E-1,3.561400146E2,5.736373933E-1,1.399999976E0,3.799999952E0,3.400000000E1
2.542279833E2,6.506100333E1,2.547227000E1,-7.284700242E0,1.020000000E1,6.047986150E-1,3.509700012E2,5.749556789E-1,1.399999976E0,3.900000095E0,3.400000000E1
2.551974532E2,6.506101500E1,2.547226500E1,-7.184705208E0,1.030000000E1,6.701683402E-1,3.496700134E2,5.762900779E-1,1.399999976E0,3.900000095E0,3.400000000E1
2.562206249E2,6.506102667E1,2.547225833E1,-7.084710360E0,1.040000000E1,7.597299814E-1,3.482000122E2,5.777747348E-1,1.399999976E0,4.000000000E0,3.400000000E1
2.572120282E2,6.506104000E1,2.547225667E1,-7.084715582E0,1.040000000E1,8.359088898E-1,3.533099976E2,5.793079527E-1,1.399999976E0,4.000000000E0,3.200000000E1
2.582176842E2,6.506105333E1,2.547224833E1,-7.184721551E0,1.030000000E1,8.951019645E-1,3.469299927E2,5.808411704E-1,1.399999976E0,4.000000000E0,3.200000000E1
2.592281206E2,6.506106667E1,2.547224000E1,-7.384727519E0,1.010000000E1,9.393680692E-1,3.559299927E2,5.818108746E-1,1.399999976E0,4.000000000E0,3.300000000E1
2.602308599E2,6.506107333E1,2.547222667E1,-7.784731531E0,9.700000000E0,9.537802935E-1,3.573599854E2,5.828165034E-1,1.399999976E0,3.900000095E0,3.300000000E1
2.612199939E2,6.506108167E1,2.547221833E1,-7.984735612E0,9.500000000E0,9.707661271E-1,3.059999943E0,5.837723220E-1,1.299999952E0,3.900000095E0,3.200000000E1
2.622191028E2,6.506109000E1,2.547221333E1,-8.284739319E0,9.200000000E0,9.774575233E-1,3.571799927E2,5.847779508E-1,1.299999952E0,3.900000095E0,3.200000000E1
2.632086456E2,6.506109833E1,2.547220500E1,-8.584743400E0,8.900000000E0,9.913550019E-1,3.476300049E2,5.861573511E-1,1.299999952E0,3.900000095E0,3.100000000E1
2.642103040E2,6.506111000E1,2.547219500E1,-8.784748927E0,8.700000000E0,9.872372150E-1,3.475499878E2,5.871131696E-1,1.299999952E0,3.900000095E0,3.200000000E1
2.652201505E2,6.506111833E1,2.547219000E1,-8.784752635E0,8.700000000E0,9.609863758E-1,2.194000053E1,5.873142953E-1,1.299999952E0,3.799999952E0,3.200000000E1
2.662064575E2,6.506112000E1,2.547218833E1,-8.784753451E0,8.700000000E0,8.899547458E-1,2.298999977E1,5.880718902E-1,1.299999952E0,3.799999952E0,3.300000000E1
2.672337772E2,6.506112667E1,2.547218500E1,-8.984756343E0,8.500000000E0,8.559830785E-1,3.561400146E2,5.888131897E-1,1.200000048E0,3.799999952E0,3.300000000E1
2.682244791E2,6.506113333E1,2.547218500E1,-8.984758861E0,8.500000000E0,8.240702748E-1,3.507999878E2,5.895544892E-1,1.200000048E0,3.799999952E0,3.300000000E1
2.692256456E2,6.506114000E1,2.547218500E1,-9.084761379E0,8.400000000E0,7.859808207E-1,3.537300110E2,5.904844026E-1,1.200000048E0,3.799999952E0,3.200000000E1
2.702341536E2,6.506114833E1,2.547218667E1,-9.184764340E0,8.300000000E0,7.839219570E-1,8.500000238E-1,5.912257022E-1,1.200000048E0,3.799999952E0,3.200000000E1
2.712338073E2,6.506115500E1,2.547218667E1,-9.184766858E0,8.300000000E0,7.772305608E-1,3.619999886E0,5.921523265E-1,1.200000048E0,3.700000048E0,3.200000000E1
2.722240206E2,6.506116333E1,2.547218667E1,-9.284770005E0,8.200000000E0,7.731127739E-1,3.570499878E2,5.928936260E-1,1.200000048E0,3.700000048E0,3.300000000E1
2.732231726E2,6.506117000E1,2.547218667E1,-9.384772523E0,8.100000000E0,7.432588935E-1,3.512900085E2,5.936390328E-1,1.200000048E0,3.799999952E0,3.200000000E1
2.742277942E2,6.506117667E1,2.547218500E1,-9.484775228E0,8.000000000E0,7.298761010E-1,3.594299927E2,5.943844395E-1,1.200000048E0,3.799999952E0,3.200000000E1
2.752313551E2,6.506118333E1,2.547218667E1,-9.584777559E0,7.900000000E0,7.267878056E-1,3.594100037E2,5.951420343E-1,1.200000048E0,3.799999952E0,3.300000000E1
2.762225231E2,6.506119000E1,2.547218333E1,-9.684780451E0,7.800000000E0,7.664213777E-1,3.445299988E2,NaN,1.200000048E0,3.799999952E0,3.300000000E1
