"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.170748281E0,-2.659099922E-2,-9.455990195E-1,-1.131571054E0,1.474895806E0
5.175689127E0,-7.990200073E-2,-9.561589956E-1,-1.153885961E0,1.500692228E0
5.180630050E0,-1.605619937E-1,-9.245139956E-1,-1.189095020E0,1.514745275E0
5.185570742E0,-2.282290012E-1,-9.726340175E-1,-1.292209029E0,1.633373682E0
5.190511669E0,-2.152059972E-1,-1.033069015E0,-1.462720990E0,1.803634637E0
5.195452516E0,-2.172569931E-1,-9.396839738E-1,-1.512334943E0,1.793701076E0
5.200393439E0,-2.611570060E-1,-8.310099840E-1,-1.588973045E0,1.812075030E0
5.205334377E0,-2.108519971E-1,-6.926029921E-1,-1.638959050E0,1.791743351E0
5.210275069E0,-1.343549937E-1,-5.786679983E-1,-1.608176947E0,1.714392315E0
5.215215992E0,-4.499499872E-2,-5.171210170E-1,-1.605059981E0,1.686907300E0
5.220156847E0,1.673799939E-2,-5.603349805E-1,-1.631772041E0,1.725379798E0
5.225097770E0,2.357199974E-2,-5.468069911E-1,-1.468646049E0,1.567314500E0
5.230038680E0,-3.787200153E-2,-5.307710171E-1,-1.388442039E0,1.486917435E0
5.234979372E0,-5.875699967E-2,-5.948420167E-1,-1.390331984E0,1.513377823E0
5.239920295E0,-6.646300107E-2,-6.554800272E-1,-1.326472044E0,1.481080511E0
5.244861232E0,-1.157879978E-1,-6.737710238E-1,-1.276631951E0,1.448158621E0
5.249802078E0,-1.657049954E-1,-6.766899824E-1,-1.254778981E0,1.435213493E0
5.254743001E0,-1.349849999E-1,-6.238369942E-1,-1.205963016E0,1.364456060E0
5.259683910E0,-7.795199752E-2,-5.273429751E-1,-1.022953987E0,1.153517224E0
5.264624603E0,-2.162300050E-2,-4.434559941E-1,-1.017112970E0,1.109792579E0
5.269565536E0,2.056800015E-2,-4.125890136E-1,-9.983180165E-1,1.080412698E0
5.274506459E0,-5.704000127E-3,-3.673059940E-1,-9.385899901E-1,1.007917357E0
5.279447305E0,-4.404000007E-3,-3.198069930E-1,-8.805590272E-1,9.368458296E-1
5.284388223E0,2.409799956E-2,-2.307049930E-1,-7.680230141E-1,8.022872662E-1
5.289328915E0,2.602300048E-2,-2.086479962E-1,-7.921059728E-1,8.195383182E-1
5.294269839E0,1.217999961E-3,-1.723069996E-1,-7.889009714E-1,8.074998008E-1
5.299210680E0,-6.399899721E-2,-2.018940002E-1,-8.012239933E-1,8.287441984E-1
5.304151603E0,-1.157739982E-1,-2.850129902E-1,-8.139190078E-1,8.701150352E-1
5.309092290E0,-2.496419996E-1,-3.395650089E-1,-7.730219960E-1,8.804479142E-1
5.314033213E0,-3.024890125E-1,-3.660919964E-1,-7.186909914E-1,8.614172587E-1
5.318974136E0,-3.828600049E-1,-3.634710014E-1,-6.797459722E-1,8.606669152E-1
5.323914992E0,-4.230709970E-1,-3.872080147E-1,-6.139630079E-1,8.401605146E-1
5.328855916E0,-4.638380110E-1,-4.097799957E-1,-5.081530213E-1,8.008026214E-1
5.333796843E0,-5.318959951E-1,-4.317519963E-1,-5.386610031E-1,8.714808157E-1
5.338737535E0,-5.861420035E-1,-3.702830076E-1,-5.028280020E-1,8.564507888E-1
5.343678458E0,-6.133069992E-1,-3.216800094E-1,-5.218769908E-1,8.671672833E-1
5.348619391E0,-5.860829949E-1,-3.400579989E-1,-5.555179715E-1,8.762037070E-1
5.353560237E0,-5.728909969E-1,-3.711819947E-1,-5.761619806E-1,8.932764384E-1
5.358501160E0,-5.868920088E-1,-4.413219988E-1,-5.581020117E-1,9.223259684E-1
5.363442078E0,-6.560999751E-1,-5.104389787E-1,-5.681930184E-1,1.006905375E0
5.368382771E0,-7.127029896E-1,-5.511900187E-1,-5.248730183E-1,1.042711692E0
5.373323694E0,-7.299209833E-1,-5.230180025E-1,-4.685109854E-1,1.012835138E0
5.378264617E0,-7.074270248E-1,-4.524329901E-1,-4.003140032E-1,9.302687285E-1
5.383205463E0,-6.727070212E-1,-4.083310068E-1,-3.326539993E-1,8.543580226E-1
5.388146396E0,-6.251729727E-1,-3.498649895E-1,-2.792110145E-1,7.688989188E-1
5.393087089E0,-5.648419857E-1,-3.454160094E-1,-2.667790055E-1,7.138135094E-1
5.398028012E0,-5.591059923E-1,-2.990539968E-1,-2.555629909E-1,6.836265398E-1
5.402968838E0,-5.267559886E-1,-2.658660114E-1,-2.581459880E-1,6.440465501E-1
5.407909761E0,-4.809530079E-1,-2.047600001E-1,-3.430800140E-1,6.252570267E-1
5.412850689E0,-4.626669884E-1,-1.567260027E-1,-3.603320122E-1,6.070114835E-1
5.417791381E0,-4.712049961E-1,-9.384199977E-2,-3.520469964E-1,5.956320651E-1
5.422732304E0,-4.934149981E-1,-9.827300161E-2,-3.719300032E-1,6.256579500E-1
5.427673213E0,-5.019099712E-1,-1.017159969E-1,-3.658899963E-1,6.293927650E-1
5.432614060E0,-5.241100192E-1,-9.066999704E-2,-3.201150000E-1,6.207946310E-1
5.437554983E0,-5.729510188E-1,-1.190180033E-1,-3.175370097E-1,6.657836793E-1
5.442495689E0,-5.674620271E-1,-1.737139970E-1,-2.344750017E-1,6.380973526E-1
5.447436612E0,-5.894950032E-1,-2.274630070E-1,-2.344750017E-1,6.739601656E-1
5.452377521E0,-6.258839965E-1,-2.259580046E-1,-8.560799807E-2,6.709072412E-1
5.457318367E0,-6.896010041E-1,-2.234299928E-1,1.161760017E-1,7.341439709E-1
5.462259290E0,-6.992909908E-1,-2.339839935E-1,1.947519928E-1,7.626825931E-1
5.467200218E0,-7.229480147E-1,-2.986980081E-1,2.458370030E-1,8.199452202E-1
5.472140910E0,-7.472220063E-1,-3.359679878E-1,2.697069943E-1,8.625294652E-1
5.477081833E0,-7.466670275E-1,-3.648230135E-1,2.257959992E-1,8.611569627E-1
5.482022732E0,-2.206069976E-1,-2.804589868E-1,-1.553519964E-1,3.891772520E-1
5.486963578E0,-2.841480076E-1,-2.827129960E-1,-2.635239959E-1,4.796995151E-1
5.491904501E0,-3.446750045E-1,-3.071480095E-1,-3.253569901E-1,5.647990169E-1
5.496845180E0,-3.608219922E-1,-3.399380147E-1,-4.281719923E-1,6.550432191E-1
5.501786103E0,-4.288499951E-1,-2.693310082E-1,-4.340710044E-1,6.669851176E-1
5.506726949E0,-4.735530019E-1,-2.653000057E-1,-4.556899965E-1,7.087241434E-1
5.511667881E0,-5.067219734E-1,-2.876049876E-1,-4.511890113E-1,7.369228665E-1
5.516608804E0,-5.046790242E-1,-2.915270030E-1,-4.338400066E-1,7.265714434E-1
5.521549501E0,-4.551180005E-1,-3.132039905E-1,-4.437290132E-1,7.086074874E-1
5.526490424E0,-4.375919998E-1,-2.922919989E-1,-4.014610052E-1,6.618854203E-1
5.531431252E0,-3.947350085E-1,-3.521949947E-1,-3.330309987E-1,6.251133396E-1
5.536372175E0,-3.805919886E-1,-4.918879867E-1,-2.026560009E-1,6.541204078E-1
5.541313098E0,-5.420500040E-1,-6.318780184E-1,-4.134700075E-2,8.335452066E-1
5.546253790E0,-6.807010174E-1,-8.260560036E-1,1.067430004E-1,1.075693481E0
5.551194713E0,-8.633729815E-1,-9.654520154E-1,1.870709956E-1,1.308627547E0
5.556135636E0,-9.801930189E-1,-1.036419988E0,2.812629938E-1,1.453978548E0
5.561076487E0,-1.059808016E0,-1.107193947E0,2.672779858E-1,1.555798505E0
5.566017411E0,-1.074803948E0,-1.136834025E0,1.859370023E-1,1.575489669E0
5.570958314E0,-1.066691041E0,-1.152413011E0,5.079999939E-2,1.571135310E0
5.575899006E0,-1.033655047E0,-1.139979959E0,-1.117039993E-1,1.542878753E0
5.580839929E0,-1.018087029E0,-1.153888941E0,-3.286260068E-1,1.573517060E0
5.585780790E0,-1.019230962E0,-1.125784039E0,-4.506329894E-1,1.584074351E0
5.590721713E0,-9.427539706E-1,-1.082651019E0,-6.412519813E-1,1.572298439E0
5.595662636E0,-8.682230115E-1,-9.563180208E-1,-7.784190178E-1,1.508075436E0
5.600603314E0,-8.655200005E-1,-9.644939899E-1,-9.164180160E-1,1.587197375E0
5.605544237E0,-9.888200164E-1,-1.079882979E0,-1.028012037E0,1.789055903E0
5.610485117E0,-1.184808016E0,-1.302376986E0,-1.071979046E0,2.061333287E0
5.615426040E0,-1.329022050E0,-1.509598970E0,-1.061925054E0,2.274395190E0
5.620366963E0,-1.424023986E0,-1.687590957E0,-9.837560058E-1,2.417350498E0
5.625307645E0,-1.469388008E0,-1.877185941E0,-7.692419887E-1,2.504927426E0
5.630248569E0,-1.479650974E0,-2.010034084E0,-4.726080000E-1,2.540268164E0
5.635189415E0,-1.410752058E0,-2.141031981E0,-1.893849969E-1,2.571012639E0
5.640130348E0,-1.360170007E0,-2.283567905E0,1.356700063E-1,2.661419016E0
5.645071271E0,-1.272160053E0,-2.356071949E0,4.208950102E-1,2.710464691E0
5.650011948E0,-1.159695029E0,-2.399488926E0,6.800339818E-1,2.750433763E0
5.654952871E0,-1.050727010E0,-2.399995089E0,8.861230016E-1,2.765721904E0
5.659893794E0,-9.684879780E-1,-2.453953981E0,9.982389808E-1,2.820698525E0
5.664834646E0,-8.749349713E-1,-2.560655117E0,1.057620049E0,2.905344386E0
5.669775569E0,-7.281559706E-1,-2.584074974E0,9.824519753E-1,2.858822568E0
5.674716492E0,-6.245070100E-1,-2.660033941E0,8.818290234E-1,2.871134271E0
5.679657170E0,-5.330970287E-1,-2.625936985E0,7.414230108E-1,2.780188046E0
5.684598093E0,-4.571560025E-1,-2.589553118E0,5.612840056E-1,2.688831846E0
5.689538939E0,-4.365620017E-1,-2.577924967E0,4.358560145E-1,2.650708204E0
5.694479871E0,-4.451119900E-1,-2.576832056E0,3.105129898E-1,2.633364093E0
5.699420564E0,-4.243479967E-1,-2.600886106E0,1.295499951E-1,2.638458444E0
5.704361507E0,-4.319919944E-1,-2.594115019E0,-9.352800250E-2,2.631500960E0
5.709302430E0,-3.717510104E-1,-2.501907110E0,-4.004920125E-1,2.560884975E0
5.714243276E0,-2.716880143E-1,-2.377958059E0,-6.557189822E-1,2.481625736E0
5.719184194E0,-1.276540011E-1,-2.278177977E0,-8.876069784E-1,2.448313008E0
5.724124886E0,1.116250008E-1,-2.092066050E0,-1.082339048E0,2.358104814E0
5.729065810E0,3.249160051E-1,-1.901775002E0,-1.172245026E0,2.257537812E0
5.734006733E0,4.981639981E-1,-1.734153986E0,-1.225599051E0,2.181180976E0
5.738947579E0,6.897879839E-1,-1.632246971E0,-1.229022026E0,2.156509397E0
5.743888511E0,8.830720186E-1,-1.485535026E0,-1.113968015E0,2.056101953E0
5.748829434E0,1.038480997E0,-1.335876942E0,-9.073489904E-1,1.919971920E0
5.753770126E0,1.223634958E0,-1.169394016E0,-6.363279819E-1,1.808225146E0
5.758711011E0,1.333804011E0,-1.071040034E0,-4.093909860E-1,1.758909001E0
5.763651934E0,1.502529979E0,-1.039159060E0,-2.265540063E-1,1.840862462E0
5.768592781E0,1.730710983E0,-9.656040072E-1,-4.685299844E-2,1.982409345E0
5.773533704E0,2.045173883E0,-7.138620019E-1,2.520509958E-1,2.180794551E0
5.778474396E0,2.217758894E0,-6.005949974E-1,3.442620039E-1,2.323291887E0
5.783415338E0,2.326910019E0,-5.419139862E-1,4.070590138E-1,2.423608476E0
5.788356261E0,2.509123087E0,-3.345409930E-1,4.278120100E-1,2.567224076E0
5.793297107E0,2.532174110E0,-8.718600124E-2,2.160329968E-1,2.542867944E0
5.798238031E0,2.738307953E0,2.248519957E-1,3.314209878E-1,2.767440828E0
5.803178723E0,3.017111063E0,3.585360050E-1,4.590510130E-1,3.072822004E0
5.808119646E0,3.111294985E0,2.579019964E-1,4.217979908E-1,3.150330692E0
5.813060492E0,3.115941048E0,1.547259986E-1,4.372720122E-1,3.150275474E0
5.818001415E0,3.087589025E0,8.714299649E-2,3.836739957E-1,3.112556124E0
5.822942314E0,3.024684906E0,-6.519500166E-2,3.413200080E-1,3.044580187E0
5.827883007E0,2.859169960E0,-2.071660012E-1,2.285200059E-1,2.875759379E0
5.832823930E0,2.630837917E0,-2.832120061E-1,1.812800020E-1,2.652240492E0
5.837764872E0,2.312315941E0,-3.898859918E-1,1.194790006E-1,2.347997302E0
5.842705718E0,2.024147034E0,-4.977509975E-1,9.730800241E-2,2.086718984E0
5.847646641E0,1.792770982E0,-7.020260096E-1,8.833999932E-2,1.927348507E0
5.852587564E0,1.617411971E0,-8.656020164E-1,9.242600203E-2,1.836799091E0
5.857528256E0,1.470814943E0,-1.017130017E0,1.248470023E-1,1.792606160E0
5.862469194E0,1.420655966E0,-1.141384006E0,4.798199981E-2,1.822998380E0
5.867410117E0,1.357938051E0,-1.170431018E0,-4.257899895E-2,1.793242173E0
5.872350959E0,1.282495975E0,-1.144503951E0,-2.018280029E-1,1.730728102E0
5.877291882E0,1.249045968E0,-1.092339039E0,-2.513279915E-1,1.678239007E0
5.882232574E0,1.243729949E0,-1.066815972E0,-3.015230000E-1,1.666096223E0
5.887173525E0,1.198354959E0,-1.136394978E0,-3.655140102E-1,1.691463463E0
5.892114448E0,1.153468966E0,-1.177981973E0,-4.025900066E-1,1.697118410E0
5.897055295E0,1.176874042E0,-1.206478000E0,-4.110969901E-1,1.734826334E0
5.901995997E0,1.200013041E0,-1.247833014E0,-4.463169873E-1,1.787824763E0
5.906936920E0,1.249652028E0,-1.234312057E0,-5.209720135E-1,1.832093962E0
5.911877829E0,1.311925054E0,-1.165506959E0,-4.581280053E-1,1.813679985E0
5.916818675E0,1.373154044E0,-1.111385942E0,-4.603059888E-1,1.825544396E0
5.921759598E0,1.446882963E0,-1.029893041E0,-4.741199911E-1,1.838189259E0
5.926700516E0,1.533234000E0,-9.078900218E-1,-4.584510028E-1,1.839904376E0
5.931641209E0,1.618672967E0,-7.993749976E-1,-4.547289908E-1,1.861687679E0
5.936582127E0,1.676113009E0,-7.061619759E-1,-4.751969874E-1,1.879848859E0
5.941523050E0,1.773509026E0,-6.132479906E-1,-4.937269986E-1,1.940405553E0
5.946463896E0,1.856722951E0,-5.074290037E-1,-4.967589974E-1,1.987881740E0
5.951404838E0,1.857795000E0,-4.426380098E-1,-4.713220000E-1,1.967098141E0
5.956345530E0,1.736610055E0,-3.793939948E-1,-5.533210039E-1,1.861697725E0
5.961286482E0,1.588009953E0,-3.429830074E-1,-6.212649941E-1,1.739362857E0
5.966227328E0,1.711300969E0,-4.966369867E-1,-4.706439972E-1,1.843015213E0
5.971168328E0,1.861889958E0,-6.904640198E-1,-3.881419897E-1,2.023370699E0
5.976109174E0,1.809015989E0,-8.172280192E-1,-3.460139930E-1,2.014975476E0
5.981050097E0,1.811406016E0,-9.163799882E-1,-1.954739988E-1,2.039400432E0
5.985990789E0,1.828372002E0,-9.747760296E-1,-8.616299927E-2,2.073778326E0
5.990931712E0,1.860020995E0,-1.005578041E0,1.312869936E-1,2.118514001E0
5.995872635E0,1.784423947E0,-9.972869754E-1,3.351530135E-1,2.071491655E0
6.000813468E0,1.764786959E0,-9.621289968E-1,4.974020123E-1,2.070645788E0
6.005754160E0,1.746454954E0,-9.551259875E-1,6.049699783E-1,2.080470916E0
6.010695087E0,1.715312958E0,-9.348809719E-1,6.716009974E-1,2.065756248E0
6.015636010E0,1.807520032E0,-9.167339802E-1,8.346980214E-1,2.191860088E0
6.020576856E0,1.873041034E0,-9.267839789E-1,9.438329935E-1,2.293039899E0
6.025517794E0,1.953019023E0,-9.112309813E-1,1.012753010E0,2.381237885E0
6.030458717E0,2.020288944E0,-8.705760241E-1,1.096146941E0,2.457846242E0
6.035399410E0,2.074949026E0,-8.319320083E-1,1.139294982E0,2.509086962E0
6.040340318E0,1.871883035E0,-6.467570066E-1,1.061187029E0,2.246855276E0
6.045281241E0,1.764405966E0,-5.859280229E-1,9.705910087E-1,2.097257010E0
6.050221871E0,2.215276003E0,-7.174749970E-1,1.058444023E0,2.557835392E0
6.055162794E0,2.476486921E0,-7.420079708E-1,1.078575969E0,2.801229984E0
6.060103718E0,2.480772018E0,-6.886699796E-1,9.631659985E-1,2.748851558E0
6.065044645E0,2.596117020E0,-6.655439734E-1,9.020869732E-1,2.827814221E0
6.069985491E0,2.713551044E0,-5.775189996E-1,7.183960080E-1,2.865829773E0
6.074926414E0,2.669490099E0,-4.241060019E-1,5.072649717E-1,2.750156548E0
6.079867348E0,2.640100956E0,-2.598699927E-1,3.785769939E-1,2.679736183E0
6.084808271E0,2.720422029E0,-1.247759983E-1,3.184719980E-1,2.741840528E0
6.089748963E0,2.883088112E0,2.206199989E-2,3.134250045E-1,2.900158448E0
6.094689776E0,3.019656897E0,1.121210009E-1,3.767850101E-1,3.045138065E0
6.099630468E0,3.143709898E0,1.718299985E-1,3.319790065E-1,3.165856524E0
6.104571617E0,3.228283882E0,2.557159960E-1,3.012950122E-1,3.252381616E0
6.109512309E0,3.300525904E0,3.224090040E-1,2.851130068E-1,3.328469353E0
6.114453232E0,3.265141964E0,3.445880115E-1,3.106819987E-1,3.297941213E0
6.119394155E0,3.216976881E0,3.087779880E-1,2.558169961E-1,3.241870823E0
6.124335001E0,3.183727026E0,2.149299979E-1,2.018550038E-1,3.197351736E0
6.129275924E0,3.165050030E0,1.313900054E-1,1.490010023E-1,3.171278342E0
6.134216848E0,3.188256025E0,7.193399966E-2,5.626999959E-2,3.189563810E0
6.139157463E0,3.184859991E0,6.421600282E-2,-3.532800078E-2,3.185703207E0
6.144098391E0,3.141489029E0,3.982799873E-2,-4.409499839E-2,3.142050916E0
6.149039083E0,3.030544996E0,2.626300044E-2,1.656899974E-2,3.030704085E0
6.153980237E0,2.852467060E0,-9.894999862E-2,6.451199949E-2,2.854911773E0
6.158920901E0,2.647686005E0,-3.212369978E-1,1.404709965E-1,2.670798848E0
6.163861824E0,2.417215109E0,-5.594320297E-1,1.349299997E-1,2.484773467E0
6.168802685E0,2.201791048E0,-7.854790092E-1,7.480599731E-2,2.338900817E0
6.173743608E0,2.083302975E0,-9.580209851E-1,2.779999934E-2,2.293191735E0
6.178684531E0,2.047302008E0,-1.034492016E0,-6.353999954E-3,2.293830773E0
6.183625223E0,2.053818941E0,-1.001975060E0,2.647499926E-2,2.285350561E0
6.188566069E0,2.130086899E0,-8.875949979E-1,8.539199829E-2,2.309196152E0
6.193506988E0,2.249476910E0,-7.462210059E-1,8.841300011E-2,2.371667982E0
6.198447911E0,2.370352030E0,-6.452040076E-1,1.719900072E-1,2.462607870E0
6.203388603E0,2.534915924E0,-4.907259941E-1,2.542400062E-1,2.594465017E0
6.208329757E0,2.770390034E0,-2.965669930E-1,2.672559917E-1,2.799006732E0
6.213270449E0,3.009457111E0,-1.590570062E-1,2.247209996E-1,3.022024282E0
6.218211372E0,3.155329943E0,-1.049100012E-1,1.139779985E-1,3.159130282E0
6.223152198E0,3.195518970E0,-4.000100121E-2,-1.053700037E-2,3.195786695E0
6.228093121E0,3.156807899E0,-8.664099872E-2,-1.485040039E-1,3.161486393E0
6.233033824E0,3.080301046E0,-1.768520027E-1,-2.590560019E-1,3.096230156E0
6.237974670E0,2.950557947E0,-2.955229878E-1,-4.097200036E-1,2.993492361E0
6.242915593E0,2.850554943E0,-4.434410036E-1,-6.281229854E-1,2.952429828E0
6.247856511E0,2.752279043E0,-6.331480145E-1,-7.780879736E-1,2.929391956E0
6.252797203E0,2.628623009E0,-8.370900154E-1,-9.279659986E-1,2.910584050E0
6.257738127E0,2.504920959E0,-1.011984944E0,-1.037091017E0,2.893838337E0
6.262679050E0,2.437673092E0,-1.185909986E0,-1.011046052E0,2.893241559E0
6.267619973E0,2.399427891E0,-1.303112984E0,-9.050080180E-1,2.876525189E0
6.272560819E0,2.350327969E0,-1.418266058E0,-8.421040177E-1,2.871351485E0
6.277501516E0,2.275063992E0,-1.489002943E0,-7.677019835E-1,2.825316312E0
6.282442439E0,2.148571014E0,-1.543794990E0,-6.415399909E-1,2.722358157E0
6.287383285E0,1.997871995E0,-1.623101950E0,-5.862510204E-1,2.640008088E0
6.292324209E0,1.851220012E0,-1.727362037E0,-5.748410225E-1,2.596389289E0
6.297264901E0,1.706140041E0,-1.814324021E0,-5.248810053E-1,2.545227999E0
6.302205834E0,1.564453959E0,-1.857666969E0,-5.048940182E-1,2.480596849E0
6.307146988E0,1.452453971E0,-1.897863030E0,-5.825600028E-1,2.459854219E0
6.312087689E0,1.397997975E0,-1.948675990E0,-6.354579926E-1,2.481036742E0
6.317028612E0,1.357257962E0,-1.927968025E0,-6.893180013E-1,2.456495306E0
6.321969458E0,1.359792948E0,-1.863674045E0,-7.176839709E-1,2.416068726E0
6.326910165E0,1.404664040E0,-1.769548059E0,-8.288170099E-1,2.406515953E0
6.331851088E0,1.437603951E0,-1.714177966E0,-9.134539962E-1,2.416507691E0
6.336792011E0,1.441369057E0,-1.656504989E0,-9.426220059E-1,2.389579415E0
6.341732872E0,1.431923032E0,-1.665217996E0,-9.443809986E-1,2.390650542E0
6.346673795E0,1.408311963E0,-1.658645988E0,-9.863420129E-1,2.388999720E0
6.351614477E0,1.411834955E0,-1.677930951E0,-1.041306019E0,2.427560183E0
6.356555631E0,1.439098001E0,-1.681974053E0,-1.012631059E0,2.434227071E0
6.361496324E0,1.533210039E0,-1.643790007E0,-9.693580270E-1,2.447944769E0
6.366437180E0,1.652678967E0,-1.590620995E0,-9.521489739E-1,2.483547983E0
6.371377872E0,1.716691971E0,-1.495277047E0,-9.614109993E-1,2.471274141E0
6.376318795E0,1.736111045E0,-1.425984979E0,-9.279599786E-1,2.430766225E0
6.381259703E0,1.672701001E0,-1.382720947E0,-8.256819844E-1,2.321981179E0
6.386200549E0,1.566835999E0,-1.406345010E0,-7.089329958E-1,2.221568664E0
6.391141464E0,1.433426976E0,-1.469663978E0,-5.918049812E-1,2.136552887E0
6.396082387E0,1.338310957E0,-1.586382985E0,-4.462639987E-1,2.122931640E0
6.401023079E0,1.256687045E0,-1.701768994E0,-4.095509946E-1,2.154764966E0
6.405964007E0,1.201768994E0,-1.801985025E0,-3.318639994E-1,2.191239937E0
6.410904930E0,1.174448013E0,-1.859545946E0,-2.817409933E-1,2.217344639E0
6.415845776E0,1.227190971E0,-1.847350955E0,-2.721160054E-1,2.234446319E0
6.420786699E0,1.321457982E0,-1.819601059E0,-3.038539886E-1,2.269256808E0
6.425727392E0,1.497545004E0,-1.708201051E0,-2.678020000E-1,2.287424268E0
6.430668319E0,1.701892018E0,-1.567702055E0,-2.730929852E-1,2.329958359E0
6.435609242E0,1.864287972E0,-1.439694047E0,-2.778449953E-1,2.371810792E0
6.440550088E0,1.905151963E0,-1.323853016E0,-2.827860117E-1,2.337126171E0
6.445491002E0,1.932721972E0,-1.247956038E0,-2.601369917E-1,2.315270988E0
6.450431925E0,1.974614024E0,-1.212105989E0,-1.826570034E-1,2.324148243E0
6.455372618E0,1.960082054E0,-1.190114975E0,-1.444970071E-1,2.297645468E0
6.460313459E0,1.959362984E0,-1.167891979E0,-1.055580005E-1,2.283466108E0
6.465254382E0,1.876209021E0,-1.159338951E0,-7.913000137E-2,2.206918360E0
6.470195305E0,1.737967014E0,-1.151106000E0,-7.872100174E-2,2.086089970E0
6.475135997E0,1.600278974E0,-1.169890046E0,-7.762800157E-2,1.983824997E0
6.480076920E0,1.447311044E0,-1.202419996E0,-1.706510037E-1,1.889350383E0
6.485017756E0,1.349603057E0,-1.302296996E0,-3.178400099E-1,1.902216641E0
6.489958680E0,1.211123943E0,-1.401157975E0,-4.783709943E-1,1.912826099E0
6.494899603E0,1.127478004E0,-1.498443007E0,-5.844920278E-1,1.964222244E0
6.499840280E0,1.109604955E0,-1.567427993E0,-6.900730133E-1,2.040650492E0
6.504781203E0,1.118636966E0,-1.620530963E0,-7.007120252E-1,2.090087703E0
6.509722049E0,1.194758058E0,-1.616889954E0,-6.299520135E-1,2.106803142E0
6.514662981E0,1.284234047E0,-1.529186010E0,-5.323780179E-1,2.066662356E0
6.519603674E0,1.330916047E0,-1.467381954E0,-4.481559992E-1,2.031105887E0
6.524544573E0,1.350636959E0,-1.403774023E0,-4.321939945E-1,1.995393032E0
6.529485496E0,1.342645049E0,-1.366072059E0,-3.479630053E-1,1.946773446E0
6.534426419E0,1.293702006E0,-1.299754977E0,-3.044579923E-1,1.858957383E0
6.539367246E0,1.282907009E0,-1.260967016E0,-2.598339915E-1,1.817526317E0
6.544308169E0,1.257518053E0,-1.194242001E0,-2.283509970E-1,1.749202615E0
6.549249092E0,1.257789969E0,-1.140966058E0,-1.961250007E-1,1.709474822E0
6.554189785E0,1.257303953E0,-1.046540022E0,-1.496440023E-1,1.642696739E0
6.559130631E0,1.254187942E0,-1.007334948E0,-1.701209992E-1,1.617606950E0
6.564071549E0,1.209426999E0,-9.676839709E-1,-2.582210004E-1,1.570287878E0
6.569012472E0,1.190559983E0,-9.141510129E-1,-3.185299933E-1,1.534459678E0
6.573953164E0,1.238906980E0,-9.006760120E-1,-4.330550134E-1,1.591742576E0
6.578894078E0,1.325312018E0,-8.873320222E-1,-5.332990289E-1,1.681730632E0
6.583835001E0,1.410534978E0,-8.315860033E-1,-6.200739741E-1,1.750895753E0
6.588775848E0,1.548743963E0,-7.607110143E-1,-5.844129920E-1,1.821764984E0
6.593716775E0,1.685994983E0,-7.285259962E-1,-4.810869992E-1,1.898624215E0
6.598657698E0,1.725816011E0,-6.954740286E-1,-3.503980041E-1,1.893384216E0
6.603598405E0,1.738368988E0,-6.876199841E-1,-2.200279981E-1,1.882328425E0
6.608539251E0,1.737122059E0,-6.510059834E-1,-7.609999925E-2,1.856661802E0
6.613480183E0,1.695523024E0,-6.671550274E-1,6.774599850E-2,1.823316669E0
6.618421106E0,1.680397987E0,-6.833670139E-1,1.577479988E-1,1.820882287E0
6.623361799E0,1.611225009E0,-6.850010157E-1,1.254439950E-1,1.755280210E0
6.628302717E0,1.555387974E0,-7.544220090E-1,9.364899993E-2,1.731229174E0
6.633243563E0,1.499384046E0,-7.959190011E-1,6.221999973E-2,1.698679164E0
6.638184486E0,1.441040993E0,-8.246780038E-1,4.350999836E-3,1.660334871E0
6.643125438E0,1.449056029E0,-8.257369995E-1,-3.962999955E-2,1.668285199E0
6.648066361E0,1.509099960E0,-7.586879730E-1,3.931799904E-2,1.689537225E0
6.653007035E0,1.581132054E0,-6.638640165E-1,1.593240052E-1,1.722230572E0
6.657947958E0,1.623716950E0,-6.248530149E-1,2.665309906E-1,1.760095678E0
6.662888804E0,1.666357040E0,-6.399379969E-1,2.651660144E-1,1.804599524E0
6.667829737E0,1.736734986E0,-7.093210220E-1,1.962230057E-1,1.886236516E0
6.672770429E0,1.780964971E0,-6.959050298E-1,8.670599759E-2,1.914063209E0
6.677711352E0,1.797515035E0,-6.827279925E-1,-3.584799916E-2,1.923138812E0
6.682652255E0,1.786936998E0,-6.406049728E-1,-1.584320068E-1,1.904893506E0
6.687593102E0,1.775547981E0,-6.105129719E-1,-2.674840093E-1,1.896534845E0
6.692534040E0,1.831166983E0,-5.643889904E-1,-3.088200092E-1,1.940895991E0
6.697474963E0,1.883836985E0,-5.313839912E-1,-3.229190111E-1,1.983806296E0
6.702415655E0,1.974863052E0,-5.240420103E-1,-3.918089867E-1,2.080437066E0
6.707356578E0,1.994423985E0,-5.022649765E-1,-4.064190090E-1,2.096466921E0
6.712297424E0,1.982692957E0,-4.522210062E-1,-4.350430071E-1,2.079624393E0
6.717238347E0,1.910434961E0,-4.305079877E-1,-4.229100049E-1,2.003484899E0
6.722179030E0,1.818737984E0,-3.950900137E-1,-2.750479877E-1,1.881370609E0
6.727119953E0,1.666422963E0,-3.469200134E-1,-4.574799910E-2,1.702765946E0
