"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.256840563E0,6.758400053E-2,-6.843140125E-1,-5.566110015E-1,8.846858605E-1
9.261781256E0,1.620579958E-1,-5.556880236E-1,-6.652989984E-1,8.818586796E-1
9.266722184E0,3.124090135E-1,-4.499889910E-1,-6.515060067E-1,8.512047700E-1
9.271663107E0,5.046589971E-1,-4.615699947E-1,-4.613550007E-1,8.249703025E-1
9.276603953E0,6.962109804E-1,-4.585370123E-1,-2.009100020E-1,8.575142855E-1
9.281544857E0,8.609989882E-1,-5.066919923E-1,1.957199909E-2,9.992192431E-1
9.286485549E0,9.851570129E-1,-4.854789972E-1,1.606629938E-1,1.109971529E0
9.291426457E0,1.096490026E0,-4.214490056E-1,2.765600085E-1,1.206811948E0
9.296367381E0,1.166833997E0,-3.187009990E-1,3.015100062E-1,1.246587416E0
9.301308227E0,1.170707941E0,-2.279009968E-1,1.517820060E-1,1.202303508E0
9.306249140E0,1.094473958E0,-2.996689975E-1,-2.229099907E-2,1.134976494E0
9.311190063E0,9.791640043E-1,-3.145850003E-1,-3.168449998E-1,1.076158271E0
9.316130755E0,8.507590294E-1,-2.760080099E-1,-6.213759780E-1,1.089072749E0
9.321071659E0,8.055279851E-1,-2.750079930E-1,-9.924340248E-1,1.307451729E0
9.326012505E0,8.153730035E-1,-2.844749987E-1,-1.484550953E0,1.717454713E0
9.330953434E0,8.524330258E-1,-2.472479939E-1,-1.690472960E0,1.909312039E0
9.335894126E0,8.466579914E-1,-2.206570059E-1,-1.595594049E0,1.819736145E0
9.340835049E0,7.993540168E-1,-2.816860080E-1,-1.215103030E0,1.481482104E0
9.345775876E0,7.514780164E-1,-3.904229999E-1,-6.298760176E-1,1.055411354E0
9.350716799E0,7.043560147E-1,-5.876740217E-1,-7.067299634E-2,9.200395772E-1
9.355657492E0,6.436399817E-1,-7.713779807E-1,4.243780077E-1,1.090593008E0
9.360598415E0,5.434089899E-1,-9.118930101E-1,9.092860222E-1,1.397727893E0
9.365539338E0,4.985469878E-1,-9.989050031E-1,1.344238997E0,1.747380549E0
9.370480174E0,4.961310029E-1,-1.059666991E0,1.552312016E0,1.943891124E0
9.375421097E0,4.934409857E-1,-1.100299001E0,1.616276026E0,2.016554013E0
9.380362020E0,4.366370142E-1,-1.143888950E0,1.616485953E0,2.027846308E0
9.385302698E0,3.928149939E-1,-1.178495049E0,1.539194942E0,1.977947236E0
9.390243621E0,3.480669856E-1,-1.217880011E0,1.356804967E0,1.856152490E0
9.395184468E0,3.430680037E-1,-1.233386993E0,1.123131990E0,1.703045683E0
9.400125386E0,3.756000102E-1,-1.269711971E0,8.787900209E-1,1.589187138E0
9.405066309E0,3.649030030E-1,-1.281509995E0,7.046110034E-1,1.507281903E0
9.410007001E0,3.102680147E-1,-1.255923986E0,5.458089709E-1,1.404107807E0
9.414947924E0,2.388370037E-1,-1.191655040E0,4.836559892E-1,1.308055031E0
9.419888847E0,1.490769982E-1,-9.699370265E-1,4.771080017E-1,1.091161689E0
9.424829712E0,1.513019949E-1,-7.778630257E-1,4.441959858E-1,9.084455152E-1
9.429770636E0,2.041530013E-1,-5.891090035E-1,3.574570119E-1,7.186816968E-1
9.434711328E0,3.483270109E-1,-4.151999950E-1,3.117789924E-1,6.252430587E-1
9.439652189E0,4.467220008E-1,-3.131789863E-1,4.023039937E-1,6.778570106E-1
9.444593112E0,4.868339896E-1,-2.789019942E-1,6.970779896E-1,8.948247758E-1
9.449534035E0,5.239750147E-1,-3.948459923E-1,9.513189793E-1,1.155621467E0
9.454474724E0,5.728399754E-1,-5.650799870E-1,1.206266999E0,1.450014173E0
9.459415647E0,5.391730070E-1,-6.847299933E-1,1.408053994E0,1.655952519E0
9.464356560E0,5.199090242E-1,-7.786059976E-1,1.420902967E0,1.701616272E0
9.469297406E0,5.697000027E-1,-8.344630003E-1,1.285719991E0,1.635225515E0
9.474238329E0,5.791419744E-1,-7.832430005E-1,1.056699991E0,1.437181233E0
9.479179002E0,6.428139806E-1,-6.821309924E-1,8.287969828E-1,1.251166233E0
9.484119925E0,6.790400147E-1,-5.825240016E-1,6.427860260E-1,1.101636705E0
9.489060776E0,7.557460070E-1,-4.844149947E-1,3.623409867E-1,9.680397227E-1
9.494001699E0,8.455889821E-1,-3.726939857E-1,1.100120023E-1,9.306041985E-1
9.498942622E0,9.343590140E-1,-3.179320097E-1,-1.690450013E-1,1.001340972E0
9.503883310E0,1.035748005E0,-2.487609982E-1,-4.474520087E-1,1.155365424E0
9.508824233E0,1.149077058E0,-2.333080024E-1,-7.254670262E-1,1.378808585E0
9.513765151E0,1.191589952E0,-2.431180030E-1,-9.625380039E-1,1.550958537E0
9.518705997E0,1.216444969E0,-2.537100017E-1,-1.132169008E0,1.681045446E0
9.523646920E0,1.263713956E0,-1.808840036E-1,-1.248077035E0,1.785325816E0
9.528587844E0,1.318519950E0,-3.900099918E-2,-1.283563972E0,1.840530468E0
9.533528536E0,1.407153010E0,1.049100012E-1,-1.225208044E0,1.868748366E0
9.538469382E0,1.488895059E0,2.480999976E-1,-1.045972943E0,1.836415395E0
9.543410309E0,1.549723983E0,3.388450146E-1,-8.545380235E-1,1.801858929E0
9.548351232E0,1.576823950E0,2.942270041E-1,-6.506199837E-1,1.730967840E0
9.553291930E0,1.529929042E0,2.234459966E-1,-4.065789878E-1,1.598723697E0
9.558232853E0,1.438639998E0,1.638299972E-1,-2.309750021E-1,1.466245124E0
9.563173699E0,1.398506045E0,1.310160011E-1,-1.233590022E-1,1.410036097E0
9.568114637E0,1.397235036E0,9.704499692E-2,-1.523100026E-2,1.400683926E0
9.573055560E0,1.407775998E0,4.929199815E-2,5.283100158E-2,1.409629056E0
9.577996252E0,1.405207992E0,2.555800043E-2,1.491120011E-1,1.413328377E0
9.582937189E0,1.388844013E0,5.567599833E-2,2.193839997E-1,1.407166248E0
9.587878036E0,1.386708021E0,1.251299977E-1,1.955849975E-1,1.406012142E0
9.592818978E0,1.452237010E0,1.667400002E-1,1.320129931E-1,1.467726811E0
9.597759670E0,1.463875055E0,3.002049923E-1,9.850000497E-4,1.494340719E0
9.602700593E0,1.541604042E0,3.378289938E-1,-1.159230024E-1,1.582437864E0
9.607641439E0,1.603106976E0,2.925499976E-1,-1.646029949E-1,1.637874117E0
9.612582362E0,1.579069972E0,2.470189929E-1,-1.723870039E-1,1.607543977E0
9.617523271E0,1.525185943E0,1.165260002E-1,-1.397510022E-1,1.536001566E0
9.622463964E0,1.548038960E0,5.325800180E-2,-6.670200080E-2,1.550390335E0
9.627404887E0,1.593310952E0,5.611500144E-2,1.929900050E-2,1.594415609E0
9.632345790E0,1.646216035E0,1.118559986E-1,9.087300301E-2,1.652512300E0
9.637286636E0,1.695142984E0,1.088080034E-1,2.430939972E-1,1.715938114E0
9.642227544E0,1.765295982E0,1.306580007E-1,4.488820136E-1,1.826153466E0
9.647168236E0,1.816512942E0,1.628469974E-1,6.673380136E-1,1.942055210E0
9.652109150E0,1.834539056E0,1.921080053E-1,9.666339755E-1,2.082503367E0
9.657050073E0,1.850314021E0,1.614989936E-1,1.278735995E0,2.254974423E0
9.661990919E0,1.820955038E0,1.406500041E-1,1.630993962E0,2.448632471E0
9.666931862E0,1.761273026E0,8.759800345E-2,2.077780962E0,2.725239404E0
9.671872785E0,1.711177945E0,4.266100004E-2,2.659583092E0,3.162804474E0
9.676813477E0,1.633687973E0,4.364199936E-2,3.171629906E0,3.567923384E0
9.681754419E0,1.580901980E0,-1.802000031E-2,3.545471907E0,3.882002941E0
9.686695266E0,1.554347038E0,-1.301809996E-1,3.739896059E0,4.052130840E0
9.691635972E0,1.526250005E0,-3.202280104E-1,3.822838068E0,4.128689374E0
9.696576895E0,1.363785028E0,-3.572300076E-1,3.549336910E0,3.819072582E0
9.701517818E0,1.103402972E0,-3.487200141E-1,3.123703957E0,3.331160485E0
9.706458674E0,1.017040968E0,-4.300529957E-1,2.791542053E0,3.002003488E0
9.711399597E0,1.035071969E0,-5.320850015E-1,2.635040045E0,2.880611822E0
9.716340520E0,1.065914035E0,-6.128270030E-1,2.464479923E0,2.754158848E0
9.721281222E0,1.010553956E0,-6.176059842E-1,2.116383076E0,2.425228602E0
9.726222145E0,9.508429766E-1,-6.551229954E-1,1.781810045E0,2.123237043E0
9.731163006E0,8.979120255E-1,-6.979799867E-1,1.488273025E0,1.873066647E0
9.736103929E0,8.003849983E-1,-7.310370207E-1,1.304875016E0,1.696387361E0
9.741044852E0,7.076410055E-1,-7.688670158E-1,1.163454056E0,1.563821480E0
9.745985534E0,6.606490016E-1,-8.113380075E-1,1.037348032E0,1.473369406E0
9.750926458E0,6.847050190E-1,-8.590049744E-1,9.406359792E-1,1.446204188E0
9.755867304E0,7.715449929E-1,-8.695080280E-1,9.695259929E-1,1.513706226E0
9.760808232E0,8.769500256E-1,-8.713539839E-1,1.137895942E0,1.680210191E0
9.765749155E0,9.769719839E-1,-8.639900088E-1,1.473451018E0,1.967742589E0
9.770689832E0,1.004832029E0,-8.342589736E-1,1.867347956E0,2.278741721E0
9.775630755E0,1.079143047E0,-7.661820054E-1,2.087676048E0,2.471836537E0
9.780571678E0,1.143615007E0,-6.067590117E-1,2.174865007E0,2.531017500E0
9.785512530E0,1.215505958E0,-3.814249933E-1,2.101376057E0,2.457380941E0
9.790453222E0,1.212237954E0,-3.209660053E-1,1.989817977E0,2.352002469E0
9.795394145E0,1.180727005E0,-3.260090053E-1,1.894040942E0,2.255612826E0
9.800335001E0,1.021075964E0,-3.705460131E-1,1.786865950E0,2.091121803E0
9.805275924E0,7.895579934E-1,-4.258489907E-1,1.776716948E0,1.990344769E0
9.810216832E0,5.942509770E-1,-4.376029968E-1,1.781530023E0,1.928336026E0
9.815157525E0,4.120259881E-1,-4.713259935E-1,1.732131004E0,1.841790277E0
9.820098448E0,2.924050093E-1,-5.159459710E-1,1.696885943E0,1.797532431E0
9.825039386E0,1.943240017E-1,-4.761449993E-1,1.634614944E0,1.713604941E0
9.829980232E0,1.163280010E-1,-4.886760116E-1,1.599815965E0,1.676826637E0
9.834921155E0,1.501400024E-2,-4.596169889E-1,1.565557957E0,1.631700007E0
9.839861875E0,-2.598400041E-2,-4.559989870E-1,1.544850945E0,1.610954589E0
9.844802798E0,1.665399969E-2,-5.347599983E-1,1.429466009E0,1.526308843E0
9.849743722E0,1.295029968E-1,-5.599089861E-1,1.260105968E0,1.384967923E0
9.854684573E0,2.021269947E-1,-5.597000122E-1,9.826369882E-1,1.148779734E0
9.859625496E0,3.181560040E-1,-5.320720077E-1,6.784160137E-1,9.190060674E-1
9.864566419E0,4.200060070E-1,-4.786109924E-1,4.573430121E-1,7.839873460E-1
9.869507111E0,5.083680153E-1,-4.665159881E-1,2.376150042E-1,7.297507084E-1
9.874448034E0,5.557489991E-1,-4.141939878E-1,1.934099942E-2,6.933885519E-1
9.879388890E0,5.922589898E-1,-3.734140098E-1,-2.255569994E-1,7.355845932E-1
9.884329814E0,7.243319750E-1,-3.862760067E-1,-3.872599900E-1,9.076542641E-1
9.889270511E0,8.979049921E-1,-3.567669988E-1,-2.751939893E-1,1.004613258E0
9.894211434E0,9.765610099E-1,-2.588010132E-1,-9.375400096E-2,1.014612824E0
9.899152280E0,1.045482993E0,-2.135989964E-1,-7.603999972E-2,1.069785634E0
9.904093179E0,1.034348011E0,-1.961999983E-1,-1.532499939E-1,1.063887122E0
9.909034102E0,1.052059054E0,-1.651570052E-1,-2.027290016E-1,1.084068327E0
9.913974795E0,1.083546996E0,-1.481589973E-1,-2.374189943E-1,1.119103641E0
9.918915722E0,1.144287944E0,-1.164849997E-1,-1.764310002E-1,1.163654395E0
9.923856568E0,1.150609970E0,-1.127360016E-1,-4.616900161E-2,1.157041177E0
9.928797491E0,1.089993000E0,-1.364890039E-1,3.023000062E-2,1.098921217E0
9.933738410E0,9.762099981E-1,-1.336420029E-1,1.615960002E-1,9.984785489E-1
9.938679102E0,8.669409752E-1,-1.292400062E-1,1.555220038E-1,8.902116194E-1
9.943619949E0,7.609419823E-1,-1.928720027E-1,-2.837499976E-2,7.855173139E-1
9.948560872E0,6.723889709E-1,-2.552570105E-1,-2.951059937E-1,7.773999081E-1
9.953501780E0,5.866770148E-1,-3.705570102E-1,-5.624560118E-1,8.932296360E-1
9.958442472E0,4.776819944E-1,-5.228509903E-1,-7.902579904E-1,1.061160185E0
9.963383395E0,3.838390112E-1,-5.909540057E-1,-8.410050273E-1,1.097200291E0
9.968324328E0,3.327820003E-1,-6.287590265E-1,-8.375890255E-1,1.098925452E0
9.973265251E0,2.971569896E-1,-5.821220279E-1,-8.617680073E-1,1.081578675E0
9.978206097E0,3.463979959E-1,-4.769200087E-1,-8.736109734E-1,1.053869251E0
9.983147021E0,4.106329978E-1,-4.101470113E-1,-7.767590284E-1,9.696363328E-1
9.988087713E0,4.758160114E-1,-2.729629874E-1,-6.254730225E-1,8.319412065E-1
9.993028607E0,5.415689945E-1,-1.482820064E-1,-4.331740141E-1,7.091715277E-1
9.997969453E0,6.228500009E-1,-1.312700063E-1,-2.552840114E-1,6.858162032E-1
1.000291038E1,6.231709719E-1,-1.556909978E-1,-6.381399930E-2,6.454873922E-1
1.000785107E1,6.246830225E-1,-1.262670010E-1,-4.975700006E-2,6.392558120E-1
1.001279199E1,6.129599810E-1,-4.381199926E-2,-1.171979979E-1,6.255995526E-1
1.001773292E1,7.107719779E-1,3.794600070E-2,-2.390259951E-1,7.508462758E-1
1.002267376E1,8.346199989E-1,7.685399801E-2,-3.321999907E-1,9.015841134E-1
1.002761468E1,8.888369799E-1,8.663299680E-2,-4.236620069E-1,9.884462297E-1
1.003255538E1,9.275419712E-1,3.918400034E-2,-5.538949966E-1,1.081050027E0
1.003749623E1,9.380040169E-1,-6.415200233E-2,-6.690329909E-1,1.153937675E0
1.004243715E1,9.330369830E-1,-8.797100186E-2,-8.500869870E-1,1.265284472E0
1.004737807E1,9.271020293E-1,-4.496600106E-2,-1.002305984E0,1.366073717E0
1.005231899E1,9.197350144E-1,-3.034999967E-2,-1.152508020E0,1.474824856E0
1.005725968E1,8.715659976E-1,-1.490299962E-2,-1.274688959E0,1.544241345E0
1.006220063E1,8.496069908E-1,-1.279100031E-2,-1.354318023E0,1.598803601E0
1.006714147E1,8.271780014E-1,-3.703099862E-2,-1.432719946E0,1.654775267E0
1.007208248E1,8.583750129E-1,-1.957100071E-2,-1.523182034E0,1.748506276E0
1.007702309E1,8.626859784E-1,1.401100028E-2,-1.558748960E0,1.781606502E0
1.008196402E1,8.657609820E-1,3.512899950E-2,-1.524358034E0,1.753409120E0
1.008690485E1,8.680949807E-1,4.425700009E-2,-1.365970016E0,1.619080499E0
1.009184577E1,8.969749808E-1,5.422199890E-2,-1.165235043E0,1.471487970E0
1.009678669E1,9.132339954E-1,5.228300020E-2,-1.019075990E0,1.369396113E0
1.010172760E1,9.158890247E-1,9.127999842E-2,-8.855850101E-1,1.277280531E0
1.010666829E1,1.000807047E0,1.167849973E-1,-7.379850149E-1,1.248949704E0
1.011160924E1,1.058688998E0,1.414690018E-1,-6.575549841E-1,1.254278450E0
1.011655016E1,1.104617953E0,1.526239961E-1,-5.776709914E-1,1.255857747E0
1.012149101E1,1.137326956E0,2.031619996E-1,-4.833039939E-1,1.252345860E0
1.012643170E1,1.143841982E0,2.116889954E-1,-4.023360014E-1,1.230878129E0
1.013137255E1,1.110687971E0,1.778090000E-1,-3.620710075E-1,1.181667984E0
1.013631347E1,1.052970052E0,1.849000007E-1,-4.187699854E-1,1.148173437E0
1.014125440E1,9.968929887E-1,1.775030047E-1,-4.759440124E-1,1.118850147E0
1.014619532E1,9.155480266E-1,1.156369969E-1,-5.749970078E-1,1.087300172E0
1.015113601E1,8.493059874E-1,5.374800041E-2,-7.835739851E-1,1.156804952E0
1.015607694E1,7.852500081E-1,2.105999924E-2,-9.803050160E-1,1.256208193E0
1.016101786E1,7.625709772E-1,-5.171599984E-2,-1.081539035E0,1.324354833E0
1.016595873E1,7.266359925E-1,-8.237899840E-2,-1.114488006E0,1.332992753E0
1.017089942E1,7.315099835E-1,-1.254869998E-1,-1.105947971E0,1.331906438E0
1.017584034E1,7.370709777E-1,-1.663749963E-1,-1.002524972E0,1.255392602E0
1.018078118E1,7.693060040E-1,-1.383299977E-1,-9.114850163E-1,1.200738044E0
1.018572210E1,8.014739752E-1,-1.094570011E-1,-7.380250096E-1,1.094998759E0
1.019066302E1,8.881589770E-1,-9.422100335E-2,-5.228850245E-1,1.034945755E0
1.019560394E1,9.628189802E-1,-6.464099884E-2,-3.089300096E-1,1.013230772E0
1.020054487E1,1.052361012E0,-4.941499978E-2,-1.362690032E-1,1.062296937E0
1.020548557E1,1.076081991E0,-3.496100008E-2,-3.336000070E-2,1.077166474E0
1.021042649E1,1.034423947E0,-4.851799831E-2,5.368699878E-2,1.036951876E0
1.021536734E1,1.051378012E0,-2.039900050E-2,-7.000000096E-6,1.051575885E0
1.022030802E1,1.071616054E0,7.546000183E-3,-1.796129942E-1,1.086590418E0
1.022524894E1,1.040194035E0,-5.024999846E-3,-4.848290086E-1,1.147644565E0
1.023018980E1,1.064957023E0,-9.864900261E-2,-7.101590037E-1,1.283818872E0
1.023513072E1,1.063164949E0,-1.782560050E-1,-9.223799706E-1,1.418759924E0
1.024007164E1,1.021245003E0,-2.697499990E-1,-1.135687947E0,1.550965355E0
1.024501255E1,9.518949986E-1,-3.467920125E-1,-1.321382046E0,1.665058347E0
1.024995324E1,9.091420174E-1,-3.680410087E-1,-1.479071021E0,1.774723775E0
1.025489416E1,8.785269856E-1,-3.610779941E-1,-1.553058982E0,1.820488721E0
1.025983500E1,8.600419760E-1,-3.796260059E-1,-1.625326991E0,1.877625078E0
1.026477570E1,8.255910277E-1,-4.383490086E-1,-1.735167027E0,1.970927449E0
1.026971659E1,8.833720088E-1,-3.054600060E-1,-1.650028944E0,1.896377451E0
1.027465752E1,9.376019835E-1,-1.725209951E-1,-1.464164972E0,1.747180597E0
1.027959836E1,9.756019711E-1,-5.269699916E-2,-1.274209976E0,1.605673455E0
1.028453926E1,1.065294027E0,6.635099649E-2,-1.106433034E0,1.537350929E0
1.028947995E1,1.221119046E0,2.116100043E-1,-8.799279928E-1,1.519928877E0
1.029442111E1,1.402626038E0,3.142049909E-1,-6.083430052E-1,1.560822152E0
1.029936202E1,1.530161977E0,3.743050098E-1,-3.354209960E-1,1.610592177E0
1.030430271E1,1.617650986E0,4.450390041E-1,-4.724499956E-2,1.678417861E0
1.030924355E1,1.693559051E0,4.853590131E-1,1.319440007E-1,1.766670555E0
1.031418425E1,1.662817955E0,3.719910085E-1,1.067870036E-1,1.707262231E0
1.031912517E1,1.634785056E0,2.424789965E-1,-1.418999978E-3,1.652670644E0
1.032406608E1,1.594334960E0,8.201699704E-2,-3.981700167E-2,1.596939619E0
1.032900692E1,1.514225006E0,-9.510800242E-2,-6.309799850E-2,1.518520418E0
1.033394785E1,1.394330978E0,-3.022350073E-1,-3.021599911E-2,1.427031143E0
1.033888876E1,1.289994955E0,-4.963929951E-1,2.899999917E-2,1.382510032E0
1.034382968E1,1.132702947E0,-6.240580082E-1,1.158170030E-1,1.298413625E0
1.034877037E1,9.910839796E-1,-6.977339983E-1,1.877810061E-1,1.226516161E0
1.035371123E1,9.197189808E-1,-7.310910225E-1,3.127839863E-1,1.215816972E0
1.035865215E1,8.374329805E-1,-7.357929945E-1,3.930360079E-1,1.182016341E0
1.036359284E1,7.846000195E-1,-7.403749824E-1,3.892610073E-1,1.146855020E0
1.036853376E1,7.337809801E-1,-7.575129867E-1,4.235709906E-1,1.136517855E0
1.037347459E1,6.848490238E-1,-7.195600271E-1,4.282839894E-1,1.081763372E0
1.037841551E1,7.059230208E-1,-6.926959753E-1,3.199599981E-1,1.039485174E0
1.038335643E1,7.146880031E-1,-6.648160219E-1,1.824660003E-1,9.930020775E-1
1.038829712E1,7.381809950E-1,-6.903139949E-1,-1.123599987E-2,1.010727877E0
1.039323804E1,7.352300286E-1,-7.425109744E-1,-2.056699991E-1,1.064981639E0
1.039817897E1,7.056289911E-1,-7.654910088E-1,-4.289970100E-1,1.126022732E0
1.040311980E1,6.627150178E-1,-8.018490076E-1,-5.702109933E-1,1.186294062E0
1.040806072E1,6.061519980E-1,-7.557759881E-1,-6.290680170E-1,1.155138156E0
1.041300141E1,6.040199995E-1,-6.956970096E-1,-6.596789956E-1,1.133142033E0
1.041794233E1,6.429529786E-1,-6.336889863E-1,-6.504769921E-1,1.112686201E0
1.042288325E1,6.960039735E-1,-5.712190270E-1,-7.233020067E-1,1.154936579E0
1.042782409E1,7.224379778E-1,-5.078120232E-1,-7.291190028E-1,1.145165579E0
1.043276502E1,7.359910011E-1,-4.167490005E-1,-6.132299900E-1,1.044707377E0
1.043770571E1,7.505220175E-1,-3.374080062E-1,-5.004190207E-1,9.630922373E-1
1.044264661E1,7.800650001E-1,-2.981899977E-1,-3.905079961E-1,9.219084412E-1
1.044758745E1,7.569500208E-1,-2.170940042E-1,-2.985399961E-1,8.421575090E-1
1.045252840E1,6.269969940E-1,-1.490560025E-1,-3.417000175E-2,6.453762557E-1
1.045746910E1,5.807999969E-1,-5.182300135E-2,2.512120008E-1,6.349186792E-1
1.046241002E1,5.234929919E-1,-2.207499929E-2,5.579040051E-1,7.653686021E-1
1.046735096E1,4.551270008E-1,-1.275970042E-1,7.627249956E-1,8.973132125E-1
1.047229180E1,4.302630126E-1,-2.596589923E-1,9.065480232E-1,1.036522248E0
1.047723273E1,3.394230008E-1,-3.899999857E-1,9.484220147E-1,1.080190854E0
1.048217368E1,2.372020036E-1,-5.468360186E-1,8.347910047E-1,1.025753598E0
1.048711437E1,1.365319937E-1,-6.751030087E-1,6.891329885E-1,9.743250656E-1
1.049205530E1,6.423600018E-2,-7.747619748E-1,5.123929977E-1,9.310902026E-1
1.049699615E1,-7.615400106E-2,-8.852360249E-1,3.325800002E-1,9.487105502E-1
1.050193707E1,-2.162490040E-1,-9.796869755E-1,1.359079927E-1,1.012433299E0
1.050687800E1,-3.019810021E-1,-1.057497025E0,-7.747399807E-2,1.102494763E0
1.051181869E1,-3.468810022E-1,-1.091259956E0,-2.262489945E-1,1.167203208E0
1.051675962E1,-3.516199887E-1,-1.080371022E0,-3.233090043E-1,1.181256481E0
1.052170056E1,-3.156329989E-1,-9.981359839E-1,-3.555630147E-1,1.105587939E0
1.052664141E1,-3.205749989E-1,-9.536970258E-1,-4.046159983E-1,1.084444767E0
1.053158234E1,-2.980189919E-1,-8.793900013E-1,-4.296909869E-1,1.023120930E0
1.053652303E1,-3.167319894E-1,-7.888180017E-1,-4.429520071E-1,9.585194174E-1
1.054146395E1,-3.214690089E-1,-6.824929714E-1,-4.997969866E-1,9.049508316E-1
1.054640480E1,-2.984229922E-1,-6.152740121E-1,-5.047119856E-1,8.499132783E-1
1.055134572E1,-2.334849983E-1,-5.465260148E-1,-5.264130235E-1,7.939248079E-1
1.055628641E1,-1.408679932E-1,-5.580360293E-1,-4.954279959E-1,7.594056233E-1
1.056122732E1,-6.064200029E-2,-5.409410000E-1,-5.629050136E-1,7.830432121E-1
1.056616825E1,6.141699851E-2,-5.634570122E-1,-6.055009961E-1,8.293897206E-1
1.057110909E1,1.983509958E-1,-5.573790073E-1,-6.101059914E-1,8.498492784E-1
1.057605004E1,3.084389865E-1,-5.230069757E-1,-6.019279957E-1,8.549784892E-1
1.058099073E1,4.471290112E-1,-5.421869755E-1,-5.144039989E-1,8.709205148E-1
1.058593165E1,5.326380134E-1,-5.199099779E-1,-4.831469953E-1,8.873785311E-1
1.059087258E1,6.196669936E-1,-4.427979887E-1,-4.400739968E-1,8.796148955E-1
1.059581343E1,7.070130110E-1,-3.792800009E-1,-3.282260001E-1,8.668639016E-1
1.060075438E1,7.545009851E-1,-3.975600004E-1,-2.576220036E-1,8.908954974E-1
1.060569530E1,8.026710153E-1,-4.843800068E-1,-2.273470014E-1,9.646716585E-1
1.061063602E1,8.790529966E-1,-5.174080133E-1,-7.418300211E-2,1.022716159E0
1.061557694E1,9.556040168E-1,-5.790190101E-1,2.668399923E-2,1.117655621E0
1.062051778E1,9.789249897E-1,-6.147469878E-1,3.265900165E-2,1.156405900E0
1.062545874E1,9.488930106E-1,-6.656410098E-1,-1.409000019E-3,1.159084934E0
1.063039966E1,9.061229825E-1,-7.316139936E-1,-1.161049977E-1,1.170383811E0
1.063534035E1,8.916059732E-1,-7.172459960E-1,-2.299859971E-1,1.167174618E0
1.064028128E1,7.949630022E-1,-7.042139769E-1,-3.546929955E-1,1.119683268E0
1.064522220E1,6.986590028E-1,-7.059659958E-1,-4.370470047E-1,1.085137076E0
1.065016307E1,6.019920111E-1,-6.813639998E-1,-5.444539785E-1,1.059755357E0
1.065510376E1,5.459780097E-1,-6.575970054E-1,-6.091480255E-1,1.049565208E0
1.066004468E1,5.294830203E-1,-6.344479918E-1,-7.388039827E-1,1.108470950E0
1.066498550E1,5.397390127E-1,-5.574610233E-1,-8.256899714E-1,1.133068808E0
1.066992642E1,5.626429915E-1,-4.811879992E-1,-9.100260139E-1,1.173139537E0
1.067486734E1,5.845509768E-1,-4.192740023E-1,-1.019088984E0,1.247410474E0
1.067980803E1,6.585320234E-1,-3.851499856E-1,-1.110443950E0,1.347253021E0
1.068474895E1,7.445110083E-1,-3.245649934E-1,-1.144157052E0,1.403115974E0
1.068968987E1,8.557469845E-1,-2.785300016E-1,-1.133357048E0,1.447197313E0
1.069463072E1,9.516270161E-1,-2.746169865E-1,-1.091786027E0,1.474111663E0
1.069957165E1,9.771739841E-1,-3.398849964E-1,-1.087154031E0,1.500764703E0
1.070451257E1,1.055958033E0,-2.973549962E-1,-1.229637027E0,1.647869709E0
1.070945326E1,1.119287968E0,-2.151460052E-1,-1.259750009E0,1.698841794E0
1.071439419E1,1.235237956E0,-1.072020009E-1,-1.286206961E0,1.786514322E0
1.071933504E1,1.348858953E0,-5.508799851E-2,-1.335845947E0,1.899194449E0
1.072427596E1,1.365355015E0,-7.289700210E-2,-1.313617945E0,1.896074997E0
1.072921689E1,1.393226027E0,-9.229300171E-2,-1.246420026E0,1.871672953E0
1.073415756E1,1.405341029E0,-8.637499809E-2,-1.188570976E0,1.842591928E0
1.073909848E1,1.442374945E0,-1.091350019E-1,-1.126639009E0,1.833486129E0
1.074403940E1,1.464117050E0,-9.301800281E-2,-1.047281027E0,1.802522853E0
1.074898025E1,1.457131982E0,-6.495299935E-2,-9.509490132E-1,1.741193996E0
1.075392094E1,1.435407996E0,-6.615400314E-2,-8.785979748E-1,1.684252614E0
1.075886187E1,1.439756989E0,-1.094800010E-1,-8.307639956E-1,1.665849596E0
1.076380271E1,1.388602018E0,-1.272480041E-1,-7.935919762E-1,1.604430068E0
1.076874364E1,1.363816023E0,-1.737689972E-1,-7.401099801E-1,1.561394438E0
1.077368456E1,1.270441055E0,-1.828200072E-1,-6.915699840E-1,1.457982398E0
1.077862526E1,1.223688960E0,-2.149170041E-1,-6.684319973E-1,1.410817254E0
1.078356617E1,1.155321002E0,-2.777209878E-1,-6.759399772E-1,1.367037094E0
1.078850709E1,1.128098011E0,-3.141550124E-1,-7.097700238E-1,1.369332677E0
1.079344794E1,1.141559958E0,-3.241319954E-1,-7.557600141E-1,1.406909339E0
1.079838886E1,1.127555013E0,-3.336290121E-1,-7.741709948E-1,1.407845643E0
1.080332956E1,1.140851021E0,-3.434199989E-1,-8.054730296E-1,1.438146428E0
1.080827046E1,1.181679010E0,-3.531059921E-1,-8.912069798E-1,1.521610662E0
1.081321138E1,1.195546985E0,-3.762579858E-1,-9.769279957E-1,1.589116413E0
