"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.466902386E0,1.940855980E0,1.179432034E0,-2.049580067E-1,2.280348579E0
8.471842386E0,1.989011049E0,1.266523004E0,3.719700128E-2,2.358310643E0
8.476782064E0,2.063519955E0,1.352635026E0,2.521679997E-1,2.480186448E0
8.481722064E0,2.097417116E0,1.437229991E0,3.995159864E-1,2.573791295E0
8.486661968E0,2.131973982E0,1.520275950E0,4.657259881E-1,2.659596345E0
8.491602045E0,2.140000105E0,1.655743957E0,5.054270029E-1,2.752552443E0
8.496541968E0,2.149090052E0,1.789322019E0,5.050370097E-1,2.841711406E0
8.501481742E0,2.214004993E0,1.907462955E0,4.509850144E-1,2.956961366E0
8.506421665E0,2.266633034E0,1.955806017E0,3.023749888E-1,3.009025277E0
8.511361665E0,2.320497990E0,1.948364019E0,1.680430025E-1,3.034645238E0
8.516301434E0,2.224834919E0,2.008032084E0,6.129899994E-2,2.997639210E0
8.521241358E0,2.129139900E0,1.999317050E0,-1.812499948E-2,2.920759130E0
8.526181353E0,2.019140959E0,1.962807059E0,2.502799965E-2,2.816055426E0
8.531121122E0,1.962851048E0,1.885205984E0,1.225510016E-1,2.724298916E0
8.536061064E0,1.933442950E0,1.834460974E0,2.064840049E-1,2.673216106E0
8.541001064E0,1.876979947E0,1.742928982E0,2.904540002E-1,2.577832167E0
8.545940833E0,1.834615946E0,1.596650004E0,3.337619901E-1,2.454893882E0
8.550880843E0,1.737972975E0,1.205036998E0,2.545950115E-1,2.130136814E0
8.555820766E0,1.763658047E0,1.752670050E0,5.569069982E-1,2.548035991E0
8.560760766E0,1.750422955E0,1.674363017E0,6.552240252E-1,2.509340662E0
8.565700515E0,1.671808958E0,1.391787052E0,6.179980040E-1,2.261401761E0
8.570640515E0,1.704049945E0,1.476780057E0,5.812940001E-1,2.328640862E0
8.575580439E0,1.710502982E0,1.234791040E0,3.543010056E-1,2.139172403E0
8.580520444E0,1.717129946E0,1.428894997E0,4.950489998E-1,2.288088651E0
8.585460213E0,1.806627035E0,1.501013994E0,6.495410204E-1,2.436975132E0
8.590400213E0,1.830304980E0,1.206225038E0,6.817880273E-1,2.295611046E0
8.595340122E0,1.842278004E0,1.170470953E0,6.327350140E-1,2.272519327E0
8.600279891E0,1.813758016E0,1.298727036E0,6.108750105E-1,2.312915548E0
8.605219876E0,1.717139959E0,1.318642974E0,7.114440203E-1,2.278934296E0
8.610159799E0,1.633402944E0,1.325531006E0,8.661590219E-1,2.274921773E0
8.615099569E0,1.521273017E0,1.373569012E0,1.006898999E0,2.283595633E0
8.620039564E0,1.407289982E0,1.543954015E0,1.269839048E0,2.444739312E0
8.624979487E0,1.292068005E0,1.740723968E0,1.478252053E0,2.623888106E0
8.629919256E0,1.148457050E0,1.922734976E0,1.550521016E0,2.723963804E0
8.634859188E0,1.044203043E0,2.171000004E0,1.609351993E0,2.897173596E0
8.639799188E0,9.923880100E-1,2.458113909E0,1.627419949E0,3.110571272E0
8.644739193E0,1.020226002E0,2.579601049E0,1.550292969E0,3.177831172E0
8.649679193E0,1.004539967E0,2.739919901E0,1.432266951E0,3.250792246E0
8.654618885E0,8.626869917E-1,2.857335091E0,1.368463039E0,3.283486524E0
8.659558866E0,8.667340279E-1,2.850779057E0,1.358610034E0,3.274750422E0
8.664498636E0,9.342290163E-1,2.829287052E0,1.457003951E0,3.316701613E0
8.669438559E0,9.154360294E-1,2.861289024E0,1.609112978E0,3.407967515E0
8.674378568E0,8.786119819E-1,2.851197004E0,1.815088987E0,3.492253056E0
8.679318337E0,9.474239945E-1,2.718122959E0,2.074974060E0,3.548425284E0
8.684258275E0,9.993109703E-1,2.461354017E0,2.416275024E0,3.590998609E0
8.689198275E0,1.090250015E0,2.094695091E0,2.743993044E0,3.620205857E0
8.694138073E0,1.125427961E0,1.876731992E0,3.017483950E0,3.727454956E0
8.699078073E0,1.270064950E0,1.631505966E0,3.114233017E0,3.738090954E0
8.704017996E0,1.469434977E0,1.413175941E0,3.197732925E0,3.792334538E0
8.708957976E0,1.465060949E0,1.099951982E0,3.363127947E0,3.829742490E0
8.713897746E0,1.352735043E0,7.735779881E-1,3.487919092E0,3.820195622E0
8.718837746E0,1.188398957E0,4.482359886E-1,3.626699924E0,3.842676141E0
8.723777664E0,1.094010949E0,1.773539931E-1,3.806907892E0,3.964954236E0
8.728717433E0,1.152683973E0,-5.276399851E-2,3.851792097E0,4.020916157E0
8.733657433E0,1.297839046E0,-1.467230022E-1,3.720767975E0,3.943352400E0
8.738597361E0,1.489384055E0,-1.313969940E-1,3.454705000E0,3.764374672E0
8.743537361E0,1.741623044E0,1.035329998E-1,2.998753071E0,3.469364479E0
8.748477116E0,1.945047021E0,2.989799976E-1,2.461844921E0,3.151710229E0
8.753417116E0,2.113396883E0,4.148490131E-1,1.979922056E0,2.925514901E0
8.758357039E0,2.164666891E0,4.241749942E-1,1.511955976E0,2.674269629E0
8.763296775E0,2.152529955E0,3.683010042E-1,9.895020127E-1,2.397528951E0
8.768236775E0,2.048718929E0,2.190729976E-1,5.216450095E-1,2.125407195E0
8.773176698E0,2.055655003E0,1.715099998E-2,1.625459939E-1,2.062142780E0
8.778116477E0,2.090106964E0,-1.566469967E-1,-3.330799937E-2,2.096233486E0
8.783056477E0,2.041214943E0,-2.892560065E-1,-2.295819968E-1,2.074351796E0
8.787996154E0,2.003961086E0,-4.497990012E-1,-4.396040142E-1,2.100340655E0
8.792936154E0,2.004966021E0,-6.661559939E-1,-4.998410046E-1,2.171058171E0
8.797876154E0,1.921463966E0,-8.844230175E-1,-5.463240147E-1,2.184650493E0
8.802816058E0,1.793869972E0,-9.820330143E-1,-6.744949818E-1,2.153439528E0
8.807755828E0,1.691128016E0,-1.068184018E0,-6.933829784E-1,2.117005200E0
8.812695751E0,1.545246959E0,-1.115291953E0,-7.529100180E-1,2.049033382E0
8.817635766E0,1.343296051E0,-1.014392972E0,-7.711840272E-1,1.851529688E0
8.822575535E0,1.168022990E0,-9.005309939E-1,-7.211679816E-1,1.641742073E0
8.827515535E0,1.129564047E0,-7.873920202E-1,-8.341010213E-1,1.609852677E0
8.832455458E0,1.119261026E0,-6.609389782E-1,-9.738680124E-1,1.624193487E0
8.837395227E0,1.083343983E0,-6.029059887E-1,-1.153910041E0,1.693705464E0
8.842335232E0,1.035665035E0,-6.393949986E-1,-1.388249040E0,1.846256598E0
8.847275155E0,9.622840285E-1,-7.162719965E-1,-1.567857981E0,1.974136462E0
8.852215155E0,9.583320022E-1,-8.465600014E-1,-1.747509003E0,2.165375666E0
8.857154901E0,8.879789710E-1,-1.002668977E0,-1.968124986E0,2.380623382E0
8.862094901E0,9.688919783E-1,-1.006360054E0,-2.121295929E0,2.539962331E0
8.867034833E0,1.310307980E0,-7.757380009E-1,-2.479446888E0,2.909696430E0
8.871974833E0,1.407528996E0,-8.955249786E-1,-2.811621904E0,3.269299710E0
8.876914602E0,1.190971971E0,-1.379395962E0,-2.804909945E0,3.344946524E0
8.881854516E0,1.136510968E0,-1.232869983E0,-2.677542925E0,3.159250178E0
8.886794285E0,1.068490028E0,-1.422832012E0,-2.974064112E0,3.465714820E0
8.891734285E0,1.039201021E0,-1.731564999E0,-3.150121927E0,3.741861070E0
8.896674193E0,1.087772965E0,-1.696421981E0,-2.974430084E0,3.592816707E0
8.901614194E0,1.227717042E0,-1.331390023E0,-3.018914938E0,3.520473822E0
8.906553949E0,1.471568942E0,-1.004518032E0,-2.984071016E0,3.475521753E0
8.911493872E0,1.599948049E0,-1.056673050E0,-2.556828976E0,3.195898325E0
8.916433872E0,1.749480009E0,-1.147815943E0,-1.941158056E0,2.854164736E0
8.921373670E0,2.044404030E0,-1.074761033E0,-1.313204050E0,2.656916256E0
8.926313670E0,2.281757116E0,-9.195759892E-1,-7.814229727E-1,2.581212390E0
8.931253593E0,2.422265053E0,-8.188390136E-1,-2.771489918E-1,2.571901413E0
8.936193362E0,2.549031973E0,-6.774910092E-1,1.864539981E-1,2.644111034E0
8.941133286E0,2.718564987E0,-5.237140059E-1,4.059360027E-1,2.798152245E0
8.946073271E0,2.821758986E0,-4.250479937E-1,5.308390260E-1,2.902547095E0
8.951013271E0,2.900266886E0,-2.725740075E-1,5.477250218E-1,2.964092997E0
8.955953040E0,2.968161106E0,-5.234799907E-2,4.974119961E-1,3.010006538E0
8.960892963E0,3.094829082E0,2.899020016E-1,2.849139869E-1,3.121407727E0
8.965832732E0,2.966784000E0,2.649590075E-1,-1.038910002E-1,2.980403315E0
8.970772732E0,2.828119040E0,3.906010091E-1,-2.607240081E-1,2.866845559E0
8.975712679E0,2.760046005E0,6.398699880E-1,-4.037320018E-1,2.861867761E0
8.980652448E0,2.708297014E0,7.130489945E-1,-6.690400243E-1,2.879396836E0
8.985592472E0,2.563098907E0,7.063149810E-1,-8.800749779E-1,2.800515815E0
8.990532396E0,2.500307083E0,8.374019861E-1,-9.416840076E-1,2.799918993E0
8.995472165E0,2.464581013E0,9.566490054E-1,-1.031172037E0,2.837719623E0
9.000412175E0,2.359493017E0,1.062826991E0,-1.025738001E0,2.783693043E0
9.005352098E0,2.198303938E0,1.197162986E0,-8.438709974E-1,2.641563491E0
9.010292098E0,2.172416925E0,1.236245036E0,-6.757820249E-1,2.589281451E0
9.015231915E0,2.132312059E0,1.247671008E0,-5.757020116E-1,2.536704648E0
9.020171915E0,2.118602037E0,1.230280042E0,-5.024139881E-1,2.500896517E0
9.025111827E0,2.172010899E0,1.238809943E0,-4.560549855E-1,2.541705642E0
9.030051597E0,2.142314911E0,1.272950053E0,-3.276549876E-1,2.513418550E0
9.034991597E0,2.057153940E0,1.305598974E0,-1.989039928E-1,2.444592770E0
9.039931525E0,2.012639999E0,1.308876038E0,-4.217199981E-2,2.401177779E0
9.044871525E0,2.009520054E0,1.256214976E0,6.254999898E-3,2.369870469E0
9.049811294E0,2.048091888E0,1.174795985E0,9.430000209E-4,2.361107130E0
9.054751308E0,2.033037901E0,1.105864048E0,-4.462299868E-2,2.314772043E0
9.059691231E0,1.923367023E0,1.062893033E0,-1.440519989E-1,2.202233704E0
9.064631000E0,1.786867023E0,9.647110105E-1,-2.703660131E-1,2.048574839E0
9.069571000E0,1.704848051E0,9.203500152E-1,-3.828220069E-1,1.974868025E0
9.074510933E0,1.649767995E0,9.166470170E-1,-4.135420024E-1,1.932095541E0
9.079450703E0,1.662868023E0,9.532080293E-1,-4.440329969E-1,1.967460523E0
9.084390703E0,1.662842035E0,9.485430121E-1,-5.015209913E-1,1.978964574E0
9.089330631E0,1.636301041E0,9.980900288E-1,-6.132270098E-1,2.012389666E0
9.094270400E0,1.542412043E0,1.061290026E0,-7.520059943E-1,2.017643289E0
9.099210323E0,1.367264032E0,1.069713950E0,-8.769530058E-1,1.944928133E0
9.104150433E0,1.205934048E0,1.078101039E0,-1.029075027E0,1.917178705E0
9.109090356E0,1.098932981E0,1.100000024E0,-1.249289989E0,1.994587483E0
9.114030140E0,9.777500033E-1,1.080860019E0,-1.415081978E0,2.031430642E0
9.118970063E0,8.147730231E-1,1.020987988E0,-1.513018012E0,1.998873446E0
9.123909833E0,6.642040014E-1,1.029216051E0,-1.556736946E0,1.980879238E0
9.128849823E0,6.077209711E-1,1.037824035E0,-1.655333996E0,2.046102183E0
9.133789746E0,5.636720061E-1,1.101292968E0,-1.672590017E0,2.080415751E0
9.138729746E0,5.730350018E-1,1.192716002E0,-1.690304041E0,2.146641173E0
9.143669539E0,6.358019710E-1,1.311998963E0,-1.653962016E0,2.204807424E0
9.148609462E0,6.428390145E-1,1.445585966E0,-1.590860009E0,2.243612345E0
9.153549462E0,6.349939704E-1,1.593448997E0,-1.528226018E0,2.297340160E0
9.158489236E0,6.394420266E-1,1.701154947E0,-1.411599994E0,2.301179872E0
9.163429159E0,6.973059773E-1,1.836176038E0,-1.295202017E0,2.352727424E0
9.168369149E0,8.495640159E-1,1.930596948E0,-1.206300974E0,2.429840660E0
9.173308919E0,8.920419812E-1,1.943266988E0,-1.076670051E0,2.394001646E0
9.178248919E0,9.202640057E-1,1.969555974E0,-8.381749988E-1,2.329930021E0
9.183188847E0,9.626719952E-1,2.008938074E0,-6.265980005E-1,2.314129342E0
9.188128847E0,9.921020269E-1,1.993561029E0,-5.782070160E-1,2.300624994E0
9.193068616E0,1.049417019E0,2.018663883E0,-5.703909993E-1,2.345554486E0
9.198008611E0,1.051980019E0,2.016232967E0,-4.944100082E-1,2.327294265E0
9.202948534E0,9.448810220E-1,1.986031055E0,-3.366590142E-1,2.224962649E0
9.207888303E0,8.092780113E-1,1.996479034E0,-1.245940030E-1,2.157865404E0
9.212828303E0,8.361160159E-1,1.924962044E0,7.375200093E-2,2.100001957E0
9.217768226E0,8.487570286E-1,1.921342015E0,3.401809931E-1,2.127831464E0
9.222707967E0,8.075109720E-1,1.930737972E0,6.205679774E-1,2.182871435E0
9.227647967E0,8.083099723E-1,1.898740053E0,8.332830071E-1,2.225520023E0
9.232587890E0,8.112459779E-1,1.893390059E0,9.785259962E-1,2.280473433E0
9.237527910E0,7.488769889E-1,1.819522023E0,1.083603024E0,2.246257477E0
9.242467679E0,6.898970008E-1,1.758690953E0,1.053331017E0,2.162974335E0
9.247407367E0,6.609990001E-1,1.697672009E0,9.419580102E-1,2.050925358E0
9.252347367E0,5.659400225E-1,1.609305024E0,7.901449800E-1,1.880021239E0
9.257287367E0,4.442270100E-1,1.520951986E0,6.384480000E-1,1.708288158E0
9.262227275E0,3.768480122E-1,1.500656962E0,6.365650296E-1,1.673081223E0
9.267167275E0,3.498010039E-1,1.426072955E0,7.162479758E-1,1.633724572E0
9.272106968E0,3.082500100E-1,1.364925981E0,7.821980119E-1,1.603082883E0
9.277046983E0,2.517519891E-1,1.344050050E0,8.753029704E-1,1.623577805E0
9.281986983E0,4.247409999E-1,1.553501010E0,1.118185997E0,1.960640260E0
9.286926727E0,6.776980162E-1,1.707383037E0,1.442765951E0,2.335809287E0
9.291866650E0,7.939280272E-1,1.655779004E0,1.658625960E0,2.474462750E0
9.296806419E0,9.225469828E-1,1.942548037E0,1.847625971E0,2.835190917E0
9.301746419E0,1.009618998E0,2.158667088E0,2.023612022E0,3.126368458E0
9.306686342E0,1.137027025E0,2.290817022E0,2.104809046E0,3.312234020E0
9.311626342E0,1.304955959E0,2.407221079E0,2.172944069E0,3.495612865E0
9.316566093E0,1.390679002E0,2.426382065E0,2.227929115E0,3.575609899E0
9.321506093E0,1.476256013E0,2.661732912E0,2.256166935E0,3.788725795E0
9.326445992E0,1.480337024E0,2.596344948E0,2.107722044E0,3.657170629E0
9.331385761E0,1.483541965E0,2.666615963E0,1.863952041E0,3.575759313E0
9.336325684E0,1.729074001E0,3.117301941E0,1.688066006E0,3.944215401E0
9.341265689E0,1.944445968E0,3.390165091E0,1.661726952E0,4.246813620E0
9.346205458E0,2.089164019E0,3.470714092E0,1.703559041E0,4.394607606E0
9.351145458E0,2.300446033E0,3.617428064E0,1.718513966E0,4.618563413E0
9.356085363E0,2.293159008E0,3.285566092E0,1.488824964E0,4.274356390E0
9.361025363E0,2.257514954E0,3.020380974E0,1.599967003E0,4.096214033E0
9.365965122E0,2.383917093E0,2.849210024E0,1.616027951E0,4.051247315E0
9.370905045E0,2.033727884E0,2.297112942E0,1.591222048E0,3.456119873E0
9.375844814E0,1.424937010E0,1.868878007E0,1.797701001E0,2.958864542E0
9.380784838E0,9.676070213E-1,1.552050948E0,2.058267117E0,2.753468543E0
9.385724838E0,6.754109859E-1,1.278787971E0,2.263860941E0,2.686362789E0
9.390664761E0,4.951530099E-1,1.008931994E0,2.537025928E0,2.774819063E0
9.395604775E0,3.867720068E-1,6.880970001E-1,2.782488108E0,2.892284588E0
9.400544468E0,3.243199885E-1,4.394420087E-1,2.986627102E0,3.036154505E0
9.405484194E0,2.523719966E-1,1.667769998E-1,3.095061064E0,3.109808544E0
9.410424194E0,1.017310023E-1,-1.441520005E-1,3.271258116E0,3.276012615E0
9.415364194E0,-1.963000000E-2,-4.261080027E-1,3.447228909E0,3.473519903E0
9.420304102E0,-9.864400327E-2,-6.396049857E-1,3.650568008E0,3.707488633E0
9.425243871E0,-4.011299834E-2,-7.038270235E-1,3.854294062E0,3.918234838E0
9.430183794E0,1.841160059E-1,-6.743310094E-1,3.936311960E0,3.997896054E0
9.435123809E0,3.976089954E-1,-5.522069931E-1,3.883449078E0,3.942613627E0
9.440063578E0,7.371600270E-1,-4.744510055E-1,3.682437897E0,3.785347742E0
9.445003482E0,1.080909967E0,-4.820449948E-1,3.374319077E0,3.575858354E0
9.449943251E0,1.334059954E0,-4.800019860E-1,2.877607107E0,3.207918411E0
9.454883251E0,1.577960014E0,-5.499740243E-1,2.056068897E0,2.649499678E0
9.459823174E0,1.769786954E0,-6.230959892E-1,1.263309956E0,2.261934243E0
9.464763174E0,1.826946974E0,-5.629820228E-1,6.489869952E-1,2.018877937E0
9.469702943E0,2.061239958E0,-6.551929712E-1,-1.414030045E-1,2.167483057E0
9.474642928E0,2.375957012E0,-8.312990069E-1,-8.902699947E-1,2.669983226E0
9.479582851E0,2.496582985E0,-8.449519873E-1,-1.339607954E0,2.956589240E0
9.484522621E0,2.614459038E0,-8.732360005E-1,-1.707229972E0,3.242309570E0
9.489462621E0,2.825366974E0,-9.155089855E-1,-2.047765017E0,3.607519481E0
9.494402559E0,3.021291018E0,-7.942240238E-1,-2.293104887E0,3.875218863E0
9.499342559E0,3.161871910E0,-6.442480087E-1,-2.484491110E0,4.072491320E0
9.504282328E0,3.221749067E0,-4.658580124E-1,-2.648713112E0,4.196709650E0
9.509222328E0,3.242558002E0,-4.351930022E-1,-2.826809883E0,4.323705525E0
9.514162251E0,3.402097940E0,-5.110819936E-1,-3.086849928E0,4.622133455E0
9.519102020E0,3.331346035E0,-4.336090088E-1,-3.320538044E0,4.723542747E0
9.524041947E0,3.180103064E0,-4.209580123E-1,-3.541421890E0,4.778276902E0
9.528981947E0,3.015296936E0,-5.272899866E-1,-3.749875069E0,4.840621176E0
9.533921727E0,2.849920034E0,-5.890370011E-1,-3.918855906E0,4.881233492E0
9.538861650E0,2.573474884E0,-7.146369815E-1,-3.980808020E0,4.793778414E0
9.543801650E0,2.254379988E0,-8.770549893E-1,-4.017331123E0,4.689392705E0
9.548741414E0,1.973026991E0,-9.534180164E-1,-3.947122097E0,4.514600123E0
9.553681337E0,1.687739968E0,-1.012266994E0,-3.647633076E0,4.144680654E0
9.558621106E0,1.466814041E0,-1.054033041E0,-3.200393915E0,3.674921808E0
9.563561332E0,1.256317019E0,-1.106593013E0,-2.700387001E0,3.177258331E0
9.568501101E0,1.125785947E0,-1.170189977E0,-2.201673031E0,2.735708814E0
9.573441101E0,8.852000237E-1,-1.367820024E0,-1.812903047E0,2.437442955E0
9.578380814E0,7.923910022E-1,-1.128136992E0,-1.234379053E0,1.850477836E0
9.583320737E0,7.256370187E-1,-7.922390103E-1,-5.201699734E-1,1.193636684E0
9.588260722E0,5.378360152E-1,-1.122146964E0,-2.283319980E-1,1.265154888E0
9.593200491E0,5.001400113E-1,-9.207810163E-1,1.044749990E-1,1.053039760E0
9.598140491E0,5.442619920E-1,-5.697640181E-1,4.646770060E-1,9.147550886E-1
9.603080414E0,5.619940162E-1,-4.513120055E-1,6.348059773E-1,9.604678180E-1
9.608020183E0,6.487680078E-1,-3.201979995E-1,8.464000225E-1,1.113471906E0
9.612960106E0,7.908440232E-1,-1.089819968E-1,8.953390121E-1,1.199559624E0
9.617900130E0,8.791379929E-1,5.962299928E-2,8.905929923E-1,1.252834542E0
9.622839900E0,9.263920188E-1,2.258380055E-1,8.866400123E-1,1.302050494E0
9.627779914E0,9.867020249E-1,3.900330067E-1,8.423939943E-1,1.354745096E0
9.632719837E0,1.127859950E0,5.382840037E-1,7.442510128E-1,1.454553989E0
9.637659837E0,1.281592965E0,6.571230292E-1,6.874539852E-1,1.595896045E0
9.642599587E0,1.461531043E0,7.192100286E-1,6.584060192E-1,1.756938969E0
9.647539510E0,1.613813996E0,7.793049812E-1,5.481939912E-1,1.874094053E0
9.652479510E0,1.725224972E0,8.645359874E-1,4.250429869E-1,1.975977029E0
9.657419274E0,1.836698055E0,9.614840150E-1,2.616629899E-1,2.089588184E0
9.662359274E0,1.866521955E0,1.056519032E0,1.806440055E-1,2.152386798E0
9.667299197E0,1.855574012E0,1.136510968E0,4.763000179E-3,2.175967550E0
9.672239197E0,1.871878028E0,1.215332031E0,-2.115949988E-1,2.241814386E0
9.677178890E0,1.902034044E0,1.266037941E0,-4.276120067E-1,2.324529544E0
9.682118895E0,1.932522058E0,1.248371959E0,-6.570810080E-1,2.392661594E0
9.687058664E0,1.963477015E0,1.190057039E0,-9.001259804E-1,2.466111216E0
9.691998664E0,1.994871020E0,1.146023989E0,-1.061558962E0,2.533730215E0
9.696938592E0,1.985448956E0,1.061892986E0,-1.155125022E0,2.530600342E0
9.701878592E0,1.948238969E0,9.923650026E-1,-1.262758970E0,2.524872986E0
9.706818284E0,1.950718045E0,9.504449964E-1,-1.220963955E0,2.489859346E0
9.711758054E0,1.938032031E0,8.543270230E-1,-1.152387023E0,2.411190301E0
9.716698054E0,1.910166025E0,7.311990261E-1,-1.016154051E0,2.283846605E0
9.721638068E0,1.949157000E0,6.761299968E-1,-7.984790206E-1,2.212223661E0
9.726578068E0,2.015021086E0,6.482980251E-1,-6.217499971E-1,2.206167121E0
9.731517760E0,2.012809038E0,6.066730022E-1,-5.266810060E-1,2.167220625E0
9.736457746E0,2.038136005E0,5.919169784E-1,-4.995209873E-1,2.180340639E0
9.741397669E0,2.118480921E0,6.040869951E-1,-4.176490009E-1,2.242167076E0
9.746337447E0,2.145206928E0,6.978020072E-1,-4.036169946E-1,2.291669061E0
9.751277447E0,2.145407915E0,8.183339834E-1,-4.573780000E-1,2.341290299E0
9.756217370E0,2.146123886E0,9.929869771E-1,-4.836600125E-1,2.413668966E0
9.761157126E0,2.147629023E0,1.071975946E0,-4.687870145E-1,2.445650039E0
9.766097126E0,2.136378050E0,1.109608054E0,-6.033669710E-1,2.481812424E0
9.771037049E0,2.152650118E0,1.146638036E0,-7.513030171E-1,2.552084940E0
9.775976818E0,2.182220936E0,1.210028052E0,-7.900570035E-1,2.617335700E0
9.780916818E0,2.129506111E0,1.272765040E0,-9.240689874E-1,2.647381842E0
9.785856736E0,2.034992933E0,1.334504962E0,-1.057968974E0,2.653563280E0
9.790796505E0,1.993772030E0,1.313438058E0,-1.164545059E0,2.656390716E0
9.795736505E0,2.046406984E0,1.359436989E0,-1.189401031E0,2.729565036E0
9.800676413E0,2.125046015E0,1.418455005E0,-1.118996024E0,2.789262854E0
9.805616183E0,2.066576004E0,1.463343978E0,-1.021384954E0,2.730446704E0
9.810556183E0,1.939507008E0,1.453552008E0,-9.646720290E-1,2.608657317E0
9.815496087E0,1.893743992E0,1.470788956E0,-7.990090251E-1,2.527429896E0
9.820436087E0,1.943550944E0,1.502025962E0,-6.606500149E-1,2.543605847E0
9.825375847E0,1.980509043E0,1.520131946E0,-5.767430067E-1,2.562391402E0
9.830315847E0,1.895915985E0,1.443707943E0,-4.247579873E-1,2.420580384E0
9.835255770E0,1.747282028E0,1.040511012E0,-3.532109857E-1,2.064077434E0
9.840195543E0,3.290239871E-1,3.926120102E-1,9.713300318E-2,5.213787442E-1
9.845135543E0,9.274899960E-2,3.958289921E-1,2.639830112E-1,4.847370402E-1
9.850075467E0,-3.045400046E-2,2.787170112E-1,4.036940038E-1,4.915073420E-1
9.855015472E0,-2.829799987E-2,3.192270100E-1,5.809969902E-1,6.635240488E-1
9.859955241E0,-2.359800041E-2,3.477990031E-1,8.665230274E-1,9.340145445E-1
9.864894928E0,-1.772999950E-2,1.587129980E-1,1.111098051E0,1.122516391E0
9.869834928E0,7.129900157E-2,5.688070059E-1,1.437502980E0,1.547591605E0
9.874774928E0,1.088560000E-1,5.568040013E-1,1.614127040E0,1.710931450E0
9.879714856E0,2.683399990E-2,3.671790063E-1,1.668557048E0,1.708690466E0
9.884654625E0,-6.670799851E-2,3.807579875E-1,1.601034999E0,1.647039669E0
9.889594549E0,-5.047599971E-2,3.659600019E-1,1.397920966E0,1.445910639E0
9.894534323E0,-7.540199906E-2,2.824909985E-1,1.331305027E0,1.363033272E0
9.899474323E0,-1.293489933E-1,5.937960148E-1,1.482671022E0,1.602385169E0
9.904414241E0,-3.067649901E-1,6.191840172E-1,1.538627982E0,1.686674146E0
9.909354010E0,-4.584630132E-1,6.575719714E-1,1.703799009E0,1.882955203E0
9.914293991E0,-4.621750116E-1,9.809060097E-1,1.787706017E0,2.090855123E0
9.919233914E0,-5.361490250E-1,1.180392027E0,1.817659020E0,2.232636430E0
9.924173914E0,-6.395390034E-1,1.255679011E0,1.875548005E0,2.345936963E0
9.929113683E0,-5.684549809E-1,1.301895022E0,1.852494955E0,2.334482656E0
9.934053607E0,-4.729219973E-1,1.387169003E0,1.775720954E0,2.302406994E0
9.938993607E0,-5.856360197E-1,1.470679045E0,1.808604002E0,2.403521341E0
9.943933376E0,-5.934619904E-1,1.361413956E0,1.855967045E0,2.377027296E0
9.948873376E0,-5.785620213E-1,1.277384996E0,2.053977966E0,2.487020693E0
9.953813294E0,-6.086689830E-1,1.177814960E0,2.198333979E0,2.567177106E0
9.958753063E0,-8.467929959E-1,1.171440959E0,2.439032078E0,2.835173676E0
9.963693063E0,-1.019384027E0,1.109158039E0,2.707690954E0,3.098542505E0
9.968632986E0,-8.670859933E-1,9.496560097E-1,2.854772091E0,3.131039500E0
9.973572986E0,-9.472600222E-1,1.020027041E0,2.839380980E0,3.162252530E0
9.978512756E0,-1.001091003E0,1.061537027E0,2.920303106E0,3.264538909E0
9.983452684E0,-9.181460142E-1,9.664059877E-1,2.892688990E0,3.185056079E0
9.988392453E0,-8.618140221E-1,8.161609769E-1,2.838361979E0,3.076546907E0
9.993332453E0,-8.312540054E-1,5.161600113E-1,2.675254107E0,2.848576647E0
9.998272375E0,-7.858780026E-1,3.254489899E-1,2.593894005E0,2.729799881E0
1.000321238E1,-7.797819972E-1,1.225360036E-1,2.580070019E0,2.698117184E0
1.000815216E1,-7.584570050E-1,-3.868699819E-2,2.620452881E0,2.728282796E0
1.001309208E1,-6.662520170E-1,-1.987980008E-1,2.605922937E0,2.697081154E0
1.001803185E1,-5.435090065E-1,-3.169490099E-1,2.550085068E0,2.626555266E0
1.002297185E1,-4.847980142E-1,-4.740769863E-1,2.384390116E0,2.478930077E0
1.002791185E1,-3.952890038E-1,-6.435490251E-1,2.136374950E0,2.265944985E0
1.003285178E1,-2.479660064E-1,-8.249120116E-1,1.833009958E0,2.025312932E0
1.003779150E1,-1.252969950E-1,-9.905250072E-1,1.542152047E0,1.837136920E0
1.004273150E1,-5.527500063E-2,-1.139575005E0,1.236078978E0,1.682134880E0
1.004767126E1,1.925999997E-3,-1.231531024E0,1.037538052E0,1.610328408E0
1.005261126E1,3.198900074E-2,-1.252586961E0,1.000882983E0,1.603672079E0
1.005755126E1,7.520800084E-2,-1.257284999E0,1.030791998E0,1.627560738E0
1.006249097E1,9.079100192E-2,-1.259356022E0,1.168182969E0,1.720137217E0
1.006743089E1,1.065530032E-1,-1.395737052E0,1.372611046E0,1.960483753E0
1.007237089E1,1.230330020E-1,-1.517264962E0,1.535491943E0,2.162166875E0
1.007731068E1,1.000100002E-1,-1.651731014E0,1.616284013E0,2.313134530E0
1.008225068E1,1.745570004E-1,-1.826923013E0,1.656167984E0,2.472045758E0
1.008719062E1,1.836919934E-1,-2.002621889E0,1.601037025E0,2.570516823E0
1.009213039E1,3.043150008E-1,-2.015877962E0,1.274109006E0,2.404105933E0
